"date","pc","pc_anom_1900-99"
197012,108.1024,-2.1844
197112,131.5212,21.2344
197212,133.35,23.0632
197312,105.156,-5.13080000000001
197412,121.793,11.5062
197512,132.842,22.5552
197612,92.5576,-17.7292
197712,106.1974,-4.0894
197812,100.584,-9.7028
197912,100.6094,-9.67740000000001
198012,114.4778,4.191
198112,120.7008,10.414
198212,122.0724,11.7856
198312,128.8034,18.5166
198412,127.2032,16.9164
198512,81.8896,-28.3972
198612,116.2304,5.9436
198712,87.3252,-22.9616
198812,108.1278,-2.15899999999999
198912,102.2096,-8.07719999999999
199012,138.0236,27.7368
199112,105.41,-4.8768
199212,99.3902,-10.8966
199312,88.1888,-22.098
199412,106.1212,-4.1656
199512,126.7968,16.51
199612,144.6022,34.3154
199712,137.7188,27.432
199812,124.1806,13.8938
199912,138.3538,28.067
200012,93.3196,-16.9672
200112,112.4204,2.13360000000002
200212,94.234,-16.0528
200312,114.554,4.2672
200412,104.4702,-5.81659999999999
200512,106.0958,-4.19099999999999
200612,131.572,21.2852
200712,109.9566,-0.330200000000005
200812,100.2792,-10.0076
200912,110.744,0.4572
201012,126.2634,15.9766
201112,116.4844,6.19759999999999
201212,138.7602,28.4734
201312,97.1804,-13.1064
201412,134.7216,24.4348
