"date","hd","hd_anom_1900-99"
197012,3600.55555555556,48.3333333333335
197112,3784.44444444444,232.222222222223
197212,3750.55555555556,198.333333333333
197312,3583.33333333333,31.1111111111113
197412,3520.55555555556,-31.6666666666665
197512,3732.22222222222,180
197612,3608.88888888889,56.666666666667
197712,3590,37.7777777777778
197812,3497.22222222222,-55
197912,3450,-102.222222222222
198012,3507.77777777778,-44.4444444444443
198112,3338.33333333333,-213.888888888889
198212,3633.88888888889,81.666666666667
198312,3412.22222222222,-140
198412,3628.88888888889,76.666666666667
198512,3862.77777777778,310.555555555556
198612,3298.33333333333,-253.888888888889
198712,3156.11111111111,-396.111111111111
198812,3371.11111111111,-181.111111111111
198912,3457.77777777778,-94.4444444444443
199012,3438.88888888889,-113.333333333333
199112,3392.22222222222,-160
199212,3046.66666666667,-505.555555555555
199312,3500.55555555556,-51.6666666666665
199412,3335.55555555556,-216.666666666667
199512,3191.11111111111,-361.111111111111
199612,3534.44444444444,-17.7777777777774
199712,3296.11111111111,-256.111111111111
199812,3209.44444444444,-342.777777777777
199912,3485,-67.2222222222222
200012,3490,-62.2222222222222
200112,3485,-67.2222222222222
200212,3443.33333333333,-108.888888888889
200312,3219.44444444444,-332.777777777777
200412,3127.22222222222,-425
200512,3268.33333333333,-283.888888888889
200612,3325.55555555556,-226.666666666667
200712,3495.55555555556,-56.6666666666665
200812,3637.77777777778,85.5555555555557
200912,3506.11111111111,-46.1111111111109
201012,3372.77777777778,-179.444444444444
201112,3720,167.777777777778
201212,3482.77777777778,-69.4444444444443
201312,3417.77777777778,-134.444444444444
201412,3122.22222222222,-430
