"date","mt","mt_anom_1900-99"
197012,14.7777777777778,-0.0555555555555571
197112,14,-0.833333333333334
197212,14.1666666666667,-0.666666666666668
197312,14.6111111111111,-0.222222222222221
197412,14.8888888888889,0.0555555555555554
197512,14.0555555555556,-0.777777777777777
197612,14.4444444444444,-0.388888888888891
197712,14.7222222222222,-0.111111111111112
197812,14.7222222222222,-0.111111111111112
197912,15.2222222222222,0.388888888888889
198012,14.6666666666667,-0.166666666666666
198112,15.3333333333333,0.499999999999998
198212,14.5555555555556,-0.277777777777779
198312,15.0555555555556,0.222222222222221
198412,14.5555555555556,-0.277777777777779
198512,14.1666666666667,-0.666666666666668
198612,15.3888888888889,0.555555555555555
198712,16.1666666666667,1.33333333333333
198812,15.0555555555556,0.222222222222221
198912,14.9444444444444,0.111111111111112
199012,14.9444444444444,0.111111111111112
199112,15.0555555555556,0.222222222222221
199212,16.1666666666667,1.33333333333333
199312,14.8888888888889,0.0555555555555554
199412,15.5,0.666666666666668
199512,15.9444444444444,1.11111111111111
199612,14.6666666666667,-0.166666666666666
199712,15.5,0.666666666666668
199812,15.7222222222222,0.888888888888889
199912,14.8333333333333,0
200012,14.8888888888889,0.0555555555555554
200112,14.8333333333333,0
200212,15.1111111111111,0.277777777777777
200312,15.8888888888889,1.05555555555556
200412,16,1.16666666666667
200512,15.6111111111111,0.777777777777777
200612,15.5555555555556,0.722222222222221
200712,14.7777777777778,-0.0555555555555571
200812,14.2222222222222,-0.611111111111112
200912,15.0555555555556,0.222222222222221
201012,15,0.166666666666664
201112,14,-0.833333333333334
201212,14.6666666666667,-0.166666666666666
201312,14.8888888888889,0.0555555555555554
201412,15.8888888888889,1.05555555555556
