"date","mt","mt_anom_1900-99"
197012,13.5555555555556,0.166666666666664
197112,12.5555555555556,-0.833333333333334
197212,12.8888888888889,-0.5
197312,13.3333333333333,-0.0555555555555571
197412,13.5,0.111111111111112
197512,12.6111111111111,-0.777777777777779
197612,13.1111111111111,-0.277777777777779
197712,13.3333333333333,-0.0555555555555571
197812,13.3333333333333,-0.0555555555555571
197912,13.7777777777778,0.388888888888891
198012,13.2222222222222,-0.166666666666664
198112,13.9444444444444,0.555555555555555
198212,13.1111111111111,-0.277777777777779
198312,13.5,0.111111111111112
198412,13,-0.388888888888891
198512,12.8888888888889,-0.5
198612,14.1111111111111,0.72222222222222
198712,14.8888888888889,1.5
198812,13.8333333333333,0.444444444444443
198912,13.5,0.111111111111112
199012,13.5555555555556,0.166666666666664
199112,13.7777777777778,0.388888888888891
199212,15,1.61111111111111
199312,13.3888888888889,0
199412,14.0555555555556,0.66666666666667
199512,14.4444444444444,1.05555555555555
199612,13.3333333333333,-0.0555555555555571
199712,14,0.611111111111111
199812,14.2777777777778,0.888888888888889
199912,13.3888888888889,0
200012,13.4444444444444,0.0555555555555554
200112,13.5,0.111111111111112
200212,13.7777777777778,0.388888888888891
200312,14.5,1.11111111111111
200412,14.5555555555556,1.16666666666667
200512,14.1666666666667,0.777777777777777
200612,14.2222222222222,0.833333333333332
200712,13.3888888888889,0
200812,13,-0.388888888888891
200912,13.7222222222222,0.333333333333334
201012,13.5,0.111111111111112
201112,12.5,-0.888888888888891
201212,13.3333333333333,-0.0555555555555571
201312,13.5555555555556,0.166666666666664
201412,14.5555555555556,1.16666666666667
