"date","A","B","C","E","F","H","I","J","L","M","N","O","P","Q","R","U","W","X","Z","ZA"
1943-03-15,NA,1438.45161290323,NA,NA,11600,NA,276.774193548387,2762.58064516129,NA,NA,NA,NA,NA,3533.87096774194,3638.38709677419,1634.96774193548,NA,NA,989.548387096774,NA
1943-04-15,NA,2623.66666666667,NA,NA,23363.3333333333,NA,655.833333333333,4600.66666666667,NA,NA,NA,NA,NA,6492.66666666667,5546,2921.66666666667,NA,NA,2209.66666666667,NA
1943-05-15,NA,1684.51612903226,NA,NA,21658.064516129,NA,395.548387096774,3338.70967741935,NA,NA,NA,NA,NA,6155.16129032258,4921.29032258064,1990.64516129032,NA,NA,1530.16129032258,NA
1943-06-15,NA,1331,NA,NA,31423.3333333333,NA,462.766666666667,4447.66666666667,NA,NA,NA,NA,NA,7497.66666666667,4881,1723,NA,NA,1827.33333333333,NA
1943-07-15,NA,569.290322580645,NA,NA,29835.4838709677,NA,308.064516129032,3389.35483870968,296.451612903226,NA,NA,NA,NA,5090.32258064516,2712.58064516129,1019.51612903226,NA,NA,1532.1935483871,NA
1943-08-15,NA,238.41935483871,NA,35,11427.7419354839,NA,115.258064516129,1795.8064516129,196.967741935484,NA,NA,NA,NA,1346.83870967742,1023.03225806452,368.903225806452,NA,NA,696.225806451613,NA
1943-09-15,NA,173.133333333333,NA,30.4666666666667,7182.66666666667,NA,68.7333333333333,1501.66666666667,161.333333333333,NA,NA,NA,NA,773.233333333333,791.066666666667,254.8,3043.66666666667,NA,490.033333333333,NA
1943-10-15,NA,304.548387096774,NA,55.1612903225806,8100.32258064516,NA,321.354838709677,1539.74193548387,470.483870967742,NA,NA,NA,NA,1251.16129032258,1869.16129032258,858.064516129032,3262.90322580645,NA,533.967741935484,NA
1943-11-15,NA,521.333333333333,NA,64.2,6592.33333333333,NA,247.566666666667,1480,557.266666666667,NA,NA,NA,NA,1904.33333333333,2101,994,1863.66666666667,NA,633.2,NA
1943-12-15,NA,1630.70967741935,NA,220.838709677419,10672.5806451613,NA,374.967741935484,3037.09677419355,1323.51612903226,NA,NA,NA,NA,4784.83870967742,5123.22580645161,2104.22580645161,2609.35483870968,NA,1194.38709677419,NA
1944-01-15,NA,905.774193548387,NA,232.225806451613,9965.16129032258,NA,451.645161290323,2074.1935483871,1660.06451612903,NA,NA,NA,NA,2303.22580645161,2511.29032258065,2297.74193548387,2449.67741935484,NA,1548.90322580645,NA
1944-02-15,NA,1180.44827586207,NA,254.379310344828,8044.48275862069,NA,246.034482758621,2304.8275862069,1011.8275862069,NA,NA,NA,NA,2030.34482758621,2657.58620689655,1543.20689655172,2114.8275862069,NA,883.103448275862,NA
1944-03-15,NA,1041.32258064516,NA,202.58064516129,7877.74193548387,NA,198.41935483871,2053.87096774194,789.032258064516,NA,NA,NA,NA,2515.25806451613,2720.64516129032,1573.8064516129,2342.58064516129,NA,705.451612903226,NA
1944-04-15,NA,1302.33333333333,NA,150.866666666667,10606.6666666667,NA,232.4,2196.33333333333,832.766666666667,NA,NA,NA,NA,3638.33333333333,3868.66666666667,1575,3932,NA,743.5,NA
1944-05-15,NA,1491.51612903226,NA,125.096774193548,17400,NA,354.129032258065,3026.77419354839,504.129032258065,NA,NA,NA,NA,5474.1935483871,5223.54838709677,1733.22580645161,7132.58064516129,NA,1156.35483870968,NA
1944-06-15,NA,767.966666666667,NA,80.8666666666667,19616.6666666667,NA,357.5,2955.33333333333,307.533333333333,NA,NA,NA,NA,4028.66666666667,3263,911.166666666667,8638.66666666667,NA,1369.83333333333,NA
1944-07-15,NA,303.161290322581,NA,27.3870967741935,10428.7096774194,NA,144.806451612903,2068.70967741935,189.096774193548,NA,NA,NA,NA,1387.8064516129,1152.8064516129,359.032258064516,4822.85714285714,NA,696.258064516129,NA
1944-08-15,NA,195.193548387097,NA,25.0645161290323,6835.48387096774,NA,75.0967741935484,1628.06451612903,144.161290322581,NA,NA,NA,NA,696.032258064516,733.645161290323,251.774193548387,NA,NA,433.677419354839,NA
1944-09-15,NA,285.933333333333,NA,44.1333333333333,9944.66666666667,NA,73,1869.33333333333,150.333333333333,NA,NA,NA,NA,2146.86666666667,2563,1186.7,NA,NA,406.133333333333,NA
1944-10-15,NA,275.612903225806,NA,49.9677419354839,8735.8064516129,NA,115.032258064516,1315.45161290323,284.354838709677,NA,NA,NA,NA,1804.83870967742,1664.32258064516,1076,NA,NA,477.064516129032,NA
1944-11-15,NA,562.266666666667,NA,298.4,10805.3333333333,NA,703.666666666667,1476.7,1761.13333333333,NA,NA,NA,NA,2980.33333333333,3401.66666666667,2341.33333333333,NA,NA,1451.83333333333,NA
1944-12-15,NA,1074.90322580645,NA,230.967741935484,10926.1290322581,NA,342.032258064516,2188.70967741935,999.225806451613,NA,NA,NA,NA,3572.58064516129,3882.90322580645,1528.64516129032,NA,NA,1271.51612903226,NA
1945-01-15,NA,2761.58064516129,NA,737.516129032258,15950.6451612903,NA,518.483870967742,4693.22580645161,1714.93548387097,NA,NA,NA,NA,6042.25806451613,6161.29032258064,3463.87096774194,NA,NA,1895.96774193548,NA
1945-02-15,NA,2099.21428571429,NA,385.892857142857,14855.3571428571,NA,647.5,3977.14285714286,2316,NA,NA,NA,NA,4532.85714285714,4860,2203.75,NA,NA,1877.67857142857,NA
1945-03-15,NA,1582.67741935484,NA,319.322580645161,9713.87096774194,NA,299.870967741935,2755.16129032258,1725.16129032258,NA,NA,NA,NA,2469.35483870968,3739.67741935484,1788.06451612903,NA,NA,1148.58064516129,NA
1945-04-15,NA,2172.33333333333,NA,257.533333333333,10129.6666666667,NA,251.4,3395,959.033333333333,NA,NA,NA,NA,2951.33333333333,4143.66666666667,1771,NA,NA,904.033333333333,NA
1945-05-15,NA,2797.41935483871,NA,174.322580645161,25958.064516129,NA,716.709677419355,4950.64516129032,1124.51612903226,327,NA,NA,NA,8358.06451612903,6588.06451612903,2691.29032258065,NA,NA,2264.51612903226,NA
1945-06-15,NA,1075.5,NA,49.9333333333333,25373.3333333333,NA,498.6,3615.66666666667,426.166666666667,139,NA,NA,NA,4903.33333333333,3626.33333333333,996.9,NA,NA,1840.66666666667,NA
1945-07-15,NA,362.354838709677,NA,27.6774193548387,16166.7741935484,NA,301.258064516129,2374.51612903226,217.483870967742,94.7741935483871,NA,NA,NA,1896.45161290323,1472.41935483871,496.290322580645,NA,NA,1101.48387096774,NA
1945-08-15,NA,200.58064516129,NA,25.1935483870968,8082.90322580645,NA,120.064516129032,1798.06451612903,174.870967741935,79.2258064516129,NA,NA,NA,848.709677419355,615.322580645161,307.903225806452,NA,NA,639.870967741935,NA
1945-09-15,250.233333333333,509.866666666667,NA,38.7333333333333,8469.33333333333,NA,119.033333333333,2086,224.833333333333,91.4666666666667,NA,NA,NA,1777.33333333333,2573.73333333333,867.566666666667,NA,NA,523.666666666667,NA
1945-10-15,338.935483870968,734.290322580645,NA,443.774193548387,14344.1935483871,NA,128.870967741935,1829.03225806452,377.483870967742,82.8387096774194,NA,179.225806451613,NA,3067.93548387097,3309.48387096774,2274.93548387097,NA,NA,658.903225806452,NA
1945-11-15,1094.53333333333,1945.66666666667,NA,648.733333333333,17993.3333333333,NA,474.133333333333,4334.66666666667,1980.76666666667,481.633333333333,NA,324.566666666667,NA,4364.66666666667,6693,2985.66666666667,NA,NA,1428.7,NA
1945-12-15,957.354838709677,2039.87096774194,NA,369.870967741935,12542.2580645161,NA,690.483870967742,4593.54838709677,2467,626.451612903226,NA,278.064516129032,NA,3638.70967741935,4834.51612903226,2308.77419354839,NA,NA,1825.16129032258,NA
1946-01-15,1507.16129032258,2432.25806451613,NA,552.032258064516,13665.8064516129,NA,458.838709677419,5034.1935483871,2147.41935483871,845.967741935484,NA,251.129032258065,NA,3367.09677419355,4860.96774193548,2673.22580645161,NA,NA,1679.35483870968,NA
1946-02-15,1002.21428571429,1776.07142857143,NA,556.214285714286,10681.0714285714,NA,326.25,4059.28571428571,1775.64285714286,874.964285714286,NA,130.5,NA,2445,3861.78571428571,2269.64285714286,NA,NA,1079.92857142857,NA
1946-03-15,1176.03225806452,2441.93548387097,NA,546.645161290323,12817.0967741935,NA,299.870967741935,4289.03225806452,1721.61290322581,636.096774193548,NA,254.806451612903,NA,3151.61290322581,4315.48387096774,2511.61290322581,NA,NA,1138.41935483871,NA
1946-04-15,905.333333333333,2453.33333333333,NA,400.533333333333,16578,NA,457.066666666667,4053.33333333333,1666.23333333333,390.1,NA,375.033333333333,NA,4792.66666666667,4654.66666666667,2648,NA,NA,1470.66666666667,NA
1946-05-15,716.516129032258,2665.16129032258,NA,182.967741935484,36532.2580645161,NA,810.193548387097,5534.1935483871,1220.54838709677,227.290322580645,NA,678,NA,9618.38709677419,6332.58064516129,2763.87096774194,NA,NA,2949.67741935484,NA
1946-06-15,1038.56666666667,1710.33333333333,NA,136.466666666667,32810,NA,777.266666666667,5289.66666666667,1146.3,196.666666666667,NA,532.7,NA,8551,6232.66666666667,2553.66666666667,NA,NA,2669,NA
1946-07-15,628.741935483871,774.290322580645,NA,71.9354838709677,23748.3870967742,NA,586.387096774194,3909.67741935484,734.064516129032,163.387096774194,NA,222.741935483871,NA,4402.58064516129,3080.64516129032,1110.64516129032,NA,NA,2100.64516129032,NA
1946-08-15,407.741935483871,296.967741935484,NA,30.9354838709677,10590.9677419355,NA,239.774193548387,2104.1935483871,218.516129032258,104.612903225806,NA,61.4838709677419,NA,1310.16129032258,1027.51612903226,435.645161290323,NA,NA,1068.29032258065,NA
1946-09-15,186.3,239.333333333333,NA,29.4,6745,NA,117.766666666667,1383.43333333333,193.933333333333,98.0333333333333,NA,43.3666666666667,NA,805.7,811.466666666667,370.133333333333,NA,NA,570.466666666667,NA
1946-10-15,194.774193548387,732.516129032258,NA,84.3870967741936,8957.41935483871,NA,136.354838709677,2141.29032258065,427.41935483871,143.645161290323,NA,168,NA,2903.06451612903,3059.48387096774,1652.48387096774,2663.22580645161,NA,542.58064516129,NA
1946-11-15,515.333333333333,1341.23333333333,NA,181.166666666667,9351.33333333333,NA,282.266666666667,3807.33333333333,1386.3,510.966666666667,NA,234.566666666667,NA,2857,4080.66666666667,1678.7,2223.66666666667,NA,784.866666666667,NA
1946-12-15,1635.70967741935,4182.25806451613,NA,490.096774193548,18201.935483871,NA,650.387096774194,7522.90322580645,2673.70967741935,951.903225806452,NA,602.354838709677,NA,6931.61290322581,8690,3610.96774193548,4331.29032258064,NA,2253.64516129032,NA
1947-01-15,884.161290322581,2452.25806451613,NA,529.709677419355,12795.4838709677,NA,292.354838709677,4410.96774193548,1577.77419354839,615.838709677419,NA,383.870967741935,NA,4742.58064516129,6197.74193548387,3115.35483870968,3253.54838709677,NA,1350.58064516129,NA
1947-02-15,1211.42857142857,2211.42857142857,NA,360.071428571429,16428.5714285714,NA,877.5,4110.35714285714,3048.39285714286,711.964285714286,NA,325.714285714286,NA,4778.92857142857,5673.57142857143,3054.64285714286,4158.92857142857,NA,3067.5,NA
1947-03-15,976.258064516129,1756.77419354839,NA,280.193548387097,14456.7741935484,NA,297.41935483871,3156.12903225806,772.387096774194,371.41935483871,NA,316.612903225806,NA,3864.83870967742,3833.22580645161,1922.25806451613,6288.70967741936,NA,1144.09677419355,NA
1947-04-15,984.6,1977.33333333333,NA,293,17720,NA,289.833333333333,3902.66666666667,642.666666666667,336.7,NA,417.233333333333,NA,5824.33333333333,5601.33333333333,2489.33333333333,6649.66666666667,NA,1197.8,NA
1947-05-15,801.290322580645,1117.35483870968,NA,112.838709677419,24719.3548387097,NA,403.064516129032,3961.93548387097,496.935483870968,179.483870967742,NA,326.709677419355,NA,7456.77419354839,4265.48387096774,1511.61290322581,9293.54838709677,NA,1855.8064516129,NA
1947-06-15,528.566666666667,750.133333333333,NA,70.0333333333333,25740,NA,349.3,3807.66666666667,340.7,135.733333333333,NA,217.366666666667,NA,5616.66666666667,3994,1542,11579.3333333333,NA,1581.8,NA
1947-07-15,295.967741935484,452.709677419355,NA,41.3870967741936,15783.8709677419,NA,180.387096774194,2478.70967741935,296.516129032258,105.741935483871,NA,107.354838709677,NA,2567.74193548387,1845.8064516129,788.451612903226,6289.67741935484,NA,1065.03225806452,NA
1947-08-15,176,203.58064516129,NA,31.0322580645161,8319.35483870968,NA,95.8387096774194,1504.58064516129,202.322580645161,89.0322580645161,NA,44,NA,1038.70967741935,898.903225806452,386.516129032258,3459.67741935484,NA,543.967741935484,NA
1947-09-15,212.1,255.966666666667,NA,41.2,7390,NA,77.2666666666667,1641.66666666667,200.7,90.9333333333333,NA,67.1333333333333,NA,1175.86666666667,1614.3,718.666666666667,2934.33333333333,NA,344.6,NA
1947-10-15,510.806451612903,1606.87096774194,NA,193.58064516129,19105.1612903226,NA,661.967741935484,3926.45161290323,2435.51612903226,315.225806451613,NA,402.612903225806,NA,5977.06451612903,5810.64516129032,2892.03225806452,7257.74193548387,NA,1526.67741935484,NA
1947-11-15,1356.63333333333,3061.66666666667,NA,391.433333333333,15673.3333333333,NA,324.366666666667,5641.33333333333,1278.86666666667,451.466666666667,NA,522.933333333333,NA,5626.33333333333,8282.33333333333,2902,4762.66666666667,NA,1451.63333333333,NA
1947-12-15,1069.67741935484,1973.87096774194,NA,445.935483870968,19048.3870967742,NA,521.258064516129,4512.90322580645,2073.90322580645,548.645161290323,NA,297.032258064516,NA,4528.38709677419,5633.54838709677,3219.35483870968,6724.51612903226,NA,2050.16129032258,NA
1948-01-15,1224.77419354839,1979.67741935484,NA,476.290322580645,15180.6451612903,NA,369.774193548387,4083.54838709677,1903.03225806452,834.41935483871,NA,212.870967741935,NA,2745.16129032258,4632.25806451613,2203.87096774194,5323.22580645161,NA,1758.38709677419,NA
1948-02-15,1101.10344827586,1811.62068965517,NA,405.448275862069,10377.2413793103,NA,340.172413793103,3761.72413793103,1305.58620689655,710.793103448276,NA,205.758620689655,NA,2590,3980.68965517241,1932.34482758621,2909.65517241379,NA,1228.72413793103,NA
1948-03-15,1075.96774193548,1530.96774193548,NA,316.677419354839,8448.38709677419,NA,222.903225806452,3303.54838709677,1033.48387096774,618.967741935484,NA,174.903225806452,NA,2114.1935483871,3207.09677419355,1463.22580645161,2221.61290322581,NA,899.225806451613,NA
1948-04-15,940.5,1959,NA,243.766666666667,11800.6666666667,NA,325.3,3153.33333333333,1183.7,527.166666666667,NA,281.2,NA,3771,4037.33333333333,1932.33333333333,4085.33333333333,NA,903.466666666667,NA
1948-05-15,960.290322580645,2853.87096774194,NA,259.612903225806,24677.4193548387,NA,796.161290322581,5095.48387096774,1675.03225806452,499.387096774194,NA,618.354838709677,NA,8863.22580645161,7238.38709677419,3356.12903225806,7303.22580645161,NA,2556.74193548387,NA
1948-06-15,1328.6,2205.33333333333,NA,159.333333333333,39276.6666666667,NA,860.7,6963.33333333333,691.5,245.533333333333,NA,640.3,NA,11057,7372,2346.66666666667,12874.3333333333,NA,3511.66666666667,NA
1948-07-15,618.387096774194,706.645161290323,NA,65.4193548387097,20380.6451612903,NA,363.774193548387,3446.77419354839,310.483870967742,145.870967741935,NA,156.129032258065,NA,3594.1935483871,2739.67741935484,835.645161290323,8930.96774193548,NA,1586.06451612903,NA
1948-08-15,382.838709677419,403.516129032258,NA,69.1935483870968,13758.064516129,NA,168.548387096774,2454.1935483871,228.612903225806,122.225806451613,NA,74.6774193548387,NA,1881.61290322581,2014.51612903226,827,5925.48387096774,NA,968.064516129032,NA
1948-09-15,291.766666666667,374.633333333333,NA,80.2,11593.3333333333,NA,207.633333333333,1824,584.7,128.4,NA,68.7,NA,1765,1933.33333333333,1191.06666666667,4890.33333333333,NA,768.166666666667,NA
1948-10-15,281.41935483871,642.903225806452,NA,145.709677419355,12823.8709677419,NA,275.290322580645,2186.12903225806,738.548387096774,169.354838709677,NA,140.354838709677,NA,2798.06451612903,2739.03225806452,1580.54838709677,5141.93548387097,NA,1002.03225806452,NA
1948-11-15,747.266666666667,1567.83333333333,NA,419.866666666667,13285.6666666667,NA,400,3495,1924.43333333333,516.133333333333,NA,274.233333333333,NA,3842.66666666667,5494.33333333333,2736,4716.33333333333,NA,1473.86666666667,NA
1948-12-15,1176.41935483871,1945.48387096774,NA,581.967741935484,12836.1290322581,NA,302.354838709677,4358.06451612903,1806.93548387097,1051.41935483871,NA,211.129032258065,NA,2763.54838709677,4167.74193548387,1895.48387096774,4556.45161290323,NA,1297.87096774194,NA
1949-01-15,636.838709677419,1000.25806451613,NA,203.322580645161,9014.83870967742,NA,129.096774193548,1869.35483870968,523.612903225806,352.483870967742,NA,120.516129032258,NA,1352.58064516129,2118.06451612903,870.838709677419,5088.06451612903,NA,691.774193548387,NA
1949-02-15,1006.32142857143,1875.39285714286,NA,655.571428571429,12015,NA,375.392857142857,3640,2111.71428571429,1026.57142857143,NA,204.357142857143,NA,3143.21428571429,4263.92857142857,2227.17857142857,4947.14285714286,NA,1235.25,NA
1949-03-15,1066.29032258065,2041.61290322581,NA,439.451612903226,15200,NA,495.483870967742,3903.87096774194,2151.29032258065,612.516129032258,NA,277,NA,3607.74193548387,4546.45161290323,2662.58064516129,4823.87096774194,NA,1476.77419354839,NA
1949-04-15,770.766666666667,2409.33333333333,NA,216.4,17900,NA,405.066666666667,4399.33333333333,1181.4,358.933333333333,NA,416.933333333333,NA,5162.33333333333,4747.33333333333,2546.66666666667,5702.33333333333,NA,1563.53333333333,NA
1949-05-15,1005.8064516129,3018.06451612903,NA,184.193548387097,33922.5806451613,NA,728,6406.77419354839,1147.22580645161,332.903225806452,NA,757.387096774194,NA,10620.3225806452,7190.64516129032,3637.74193548387,10330,NA,3163.54838709677,NA
1949-06-15,789,1318.03333333333,NA,66.2333333333333,24473.3333333333,NA,520,4399.33333333333,505.866666666667,164.666666666667,NA,450.8,NA,7549,4540.66666666667,1820,6864,NA,2562.33333333333,NA
1949-07-15,486.548387096774,536.741935483871,NA,50.2258064516129,20012.9032258065,NA,322.741935483871,3226.12903225806,307.064516129032,118.806451612903,NA,227.41935483871,NA,4665.8064516129,3087.41935483871,1191.93548387097,6848.38709677419,NA,1714.1935483871,NA
1949-08-15,316.935483870968,249.935483870968,NA,38.9677419354839,13315.4838709677,NA,156.451612903226,2170.64516129032,224.967741935484,100,NA,80.0322580645161,NA,1972.25806451613,1527.67741935484,685.870967741935,6132.58064516129,NA,1052.51612903226,NA
1949-09-15,233.733333333333,186.733333333333,NA,54.9333333333333,10910.6666666667,NA,132.266666666667,1487.66666666667,286.566666666667,92.6666666666667,NA,47.4333333333333,NA,1690.96666666667,1227.7,677,4978.33333333333,NA,760.666666666667,NA
1949-10-15,307.870967741935,774.870967741935,NA,112.548387096774,12969.6774193548,NA,132.290322580645,2191.93548387097,476.064516129032,118.838709677419,NA,237.064516129032,NA,3826.45161290323,3519.51612903226,1868.03225806452,5420.64516129032,NA,737.645161290323,NA
1949-11-15,520.133333333333,1741.46666666667,NA,264.333333333333,23735.3333333333,NA,821.666666666667,4067.33333333333,2802.1,391.9,NA,386.833333333333,NA,6725.33333333333,5278.66666666667,3571.5,7433.33333333333,NA,2660.36666666667,NA
1949-12-15,800.193548387097,2225.09677419355,NA,798.41935483871,21832.2580645161,NA,596.322580645161,4630,3179.09677419355,728.41935483871,NA,312.967741935484,NA,5246.12903225806,5427.09677419355,3606.45161290323,7428.06451612903,NA,2592.03225806452,NA
1950-01-15,1154.58064516129,1715.09677419355,NA,555.322580645161,15558.064516129,NA,351.225806451613,4509.35483870968,1909.77419354839,1002.38709677419,NA,219.548387096774,NA,3471.29032258065,4728.70967741936,2323.22580645161,6467.41935483871,NA,1558.83870967742,NA
1950-02-15,1065.53571428571,2187.14285714286,NA,686.464285714286,19742.8571428571,NA,547.214285714286,4999.64285714286,2647.92857142857,1215.39285714286,NA,245.785714285714,NA,3506.42857142857,5545,3395.71428571429,8911.78571428571,NA,1819.57142857143,NA
1950-03-15,1650.77419354839,3111.61290322581,NA,698.322580645161,22806.4516129032,NA,482.064516129032,5969.35483870968,3240.96774193548,1175.87096774194,NA,419.516129032258,NA,5029.67741935484,7092.58064516129,3425.48387096774,8438.38709677419,NA,1851.93548387097,NA
1950-04-15,1031.7,2614.66666666667,NA,468.6,17720,NA,397.7,4144.66666666667,1624.33333333333,663.9,NA,362.5,NA,4289,5234.66666666667,2645,6454.66666666667,NA,1474.06666666667,NA
1950-05-15,967.741935483871,2829.03225806452,NA,202.451612903226,22022.5806451613,NA,569.483870967742,4691.93548387097,1048.8064516129,345.516129032258,NA,558.322580645161,NA,6864.83870967742,5872.25806451613,2452.58064516129,7486.77419354839,NA,2020.22580645161,NA
1950-06-15,1319.63333333333,2648.33333333333,NA,102.566666666667,37920,NA,903.433333333333,6927.66666666667,837.233333333333,220.6,NA,779.333333333333,NA,11896,7849.66666666667,3088.33333333333,11255,NA,4096.33333333333,NA
1950-07-15,617.516129032258,954.354838709677,NA,46.4193548387097,35709.6774193548,NA,592.322580645161,5160,462.064516129032,148.612903225806,NA,330.225806451613,NA,7670.96774193548,4410,1521.93548387097,14732.9032258065,NA,2916.77419354839,NA
1950-08-15,255.903225806452,339.612903225806,NA,38,17061.2903225806,NA,266.677419354839,2643.22580645161,312.774193548387,126.516129032258,NA,102.387096774194,NA,2845.48387096774,2132.90322580645,888.096774193548,7634.83870967742,NA,1405.16129032258,NA
1950-09-15,238.933333333333,243.6,NA,33.6333333333333,10204.6666666667,NA,116.066666666667,1736.66666666667,212.966666666667,116.033333333333,NA,68.3666666666667,NA,1273.83333333333,1108.56666666667,573.1,5120,NA,660.066666666667,NA
1950-10-15,385.129032258065,971.032258064516,NA,148.967741935484,17117.4193548387,NA,476.645161290323,3122.90322580645,1573.74193548387,263.032258064516,NA,278.806451612903,NA,4568.41935483871,4281.29032258064,2492.77419354839,6152.90322580645,NA,1379.25806451613,NA
1950-11-15,952.833333333333,2532.7,NA,339.733333333333,21000,NA,631.166666666667,5504,2273.13333333333,741.6,NA,487.066666666667,NA,6019.33333333333,6642.33333333333,3180.66666666667,7848.33333333333,NA,2276.1,NA
1950-12-15,1438.54838709677,2912.25806451613,NA,588.967741935484,30564.5161290323,NA,1058.87096774194,6577.41935483871,4330,933.838709677419,NA,508.451612903226,NA,6740,7501.61290322581,4367.74193548387,10299.6774193548,NA,3617.41935483871,NA
1951-01-15,1146.29032258065,2368.38709677419,NA,618.064516129032,19645.1612903226,NA,470.322580645161,4812.25806451613,2833.87096774194,1021.22580645161,NA,302.935483870968,NA,3551.93548387097,5203.22580645161,2493.22580645161,7928.06451612903,NA,1976.45161290323,NA
1951-02-15,2029.28571428571,4061.42857142857,NA,789.214285714286,31135.7142857143,NA,698.142857142857,7187.14285714286,4001.5,1344.10714285714,NA,636.142857142857,NA,8107.5,9219.28571428571,4825.71428571429,10340.7142857143,NA,3106.07142857143,NA
1951-03-15,1022.90322580645,1620,NA,393.709677419355,11764.5161290323,NA,239.096774193548,3529.03225806452,1076.45161290323,716.741935483871,NA,185.129032258065,NA,2315.16129032258,3011.61290322581,1558.1935483871,4987.74193548387,NA,1074.12903225806,NA
1951-04-15,603.666666666667,2033.33333333333,NA,179.4,19580,NA,484.333333333333,3494,1019.36666666667,413.466666666667,NA,362.3,NA,4617,3799.66666666667,1998.33333333333,9534,NA,1617.23333333333,NA
1951-05-15,547.967741935484,1870.32258064516,NA,137.677419354839,26400,NA,575.516129032258,4152.58064516129,750.967741935484,259.903225806452,NA,535.161290322581,NA,6963.87096774194,4954.51612903226,2054.51612903226,10633.2258064516,NA,2208.38709677419,NA
1951-06-15,438.933333333333,846.533333333333,NA,54.2,21700,NA,547.9,3665,421.4,164.333333333333,NA,284.733333333333,NA,5557.66666666667,3524.33333333333,1078.8,7535.33333333333,NA,2304.66666666667,NA
1951-07-15,367.58064516129,291.451612903226,NA,26.8064516129032,17458.064516129,NA,286.548387096774,2582.58064516129,274.032258064516,126.645161290323,NA,78,NA,2132.25806451613,1376.45161290323,488.58064516129,7719.03225806452,NA,1484.03225806452,NA
1951-08-15,150.354838709677,151.483870967742,NA,21.1612903225806,9269.03225806452,NA,112.41935483871,1777.41935483871,198.129032258065,111.41935483871,NA,39.5806451612903,NA,843.258064516129,578.483870967742,271.064516129032,4203.54838709677,NA,719.967741935484,NA
1951-09-15,118.933333333333,131.966666666667,NA,21,8328.66666666667,NA,90.5333333333333,1364.46666666667,260.833333333333,104.466666666667,NA,36.8333333333333,NA,1015.33333333333,718.833333333333,415.366666666667,4292,NA,488.366666666667,NA
1951-10-15,259.193548387097,727.483870967742,NA,97.5806451612903,16803.2258064516,NA,428.290322580645,2915.8064516129,2162.32258064516,247.387096774194,NA,227.838709677419,NA,4439.67741935484,4374.1935483871,2508.77419354839,NA,NA,1245.54838709677,NA
1951-11-15,462.966666666667,1136.7,NA,194.2,14476.6666666667,NA,479.266666666667,2681.66666666667,1484.86666666667,419.4,NA,251.133333333333,NA,3212.66666666667,3423.66666666667,1858.43333333333,NA,NA,1273.66666666667,NA
1951-12-15,595.193548387097,1253.35483870968,NA,312.548387096774,12790.9677419355,NA,349.161290322581,2910.32258064516,1727.67741935484,620.193548387097,NA,166.612903225806,NA,2191.93548387097,3362.25806451613,1807.12903225806,NA,NA,1245.22580645161,NA
1952-01-15,443.677419354839,745.806451612903,NA,300.903225806452,9540.96774193548,NA,214.387096774194,1874.45161290323,1219.45161290323,465.741935483871,NA,96.5806451612903,NA,1383.06451612903,2098.38709677419,1394.48387096774,NA,NA,713.58064516129,NA
1952-02-15,855.068965517241,1732.20689655172,NA,376.965517241379,14913.1034482759,NA,434.344827586207,3288.62068965517,2143.44827586207,712.724137931035,NA,260.206896551724,NA,3100.68965517241,4029.65517241379,2555.37931034483,NA,NA,1319.51724137931,NA
1952-03-15,579.387096774194,1165.93548387097,NA,296.677419354839,9500.96774193548,NA,240.064516129032,2276.77419354839,1002.12903225806,376.225806451613,NA,142.516129032258,NA,1774.83870967742,2685.8064516129,1317.48387096774,NA,NA,763.096774193548,NA
1952-04-15,849.733333333333,1954.66666666667,NA,235.733333333333,13691.3333333333,NA,560.4,3266.66666666667,1221.13333333333,328.333333333333,NA,406.966666666667,NA,4593.33333333333,4391.66666666667,2221,NA,NA,1281.23333333333,NA
1952-05-15,878.967741935484,1694.1935483871,NA,169.483870967742,20280.6451612903,NA,772.064516129032,4290.96774193548,1039.90322580645,243.967741935484,NA,545.225806451613,NA,7171.93548387097,5577.74193548387,2247.41935483871,NA,NA,2238.06451612903,NA
1952-06-15,576.5,734.4,NA,78.3333333333333,18806.6666666667,NA,626.466666666667,3504.66666666667,572.966666666667,146.2,NA,299.5,NA,5430,3883.66666666667,1437.73333333333,NA,NA,2110.33333333333,NA
1952-07-15,238.677419354839,413.548387096774,NA,41.9677419354839,16264.5161290323,NA,484.41935483871,2808.06451612903,341.806451612903,115.290322580645,NA,140.032258064516,NA,2850.32258064516,2327.41935483871,698.967741935484,NA,NA,1701.29032258065,NA
1952-08-15,135.193548387097,172.709677419355,NA,27.3870967741935,9607.09677419355,NA,206.451612903226,1743.8064516129,290.612903225806,91.7096774193548,NA,49.1612903225806,NA,990.935483870968,790.161290322581,378.516129032258,NA,NA,893.935483870968,NA
1952-09-15,109.033333333333,108,NA,25.1,6641.66666666667,NA,96.7666666666667,1191.56666666667,225.066666666667,81.3,NA,31.3,NA,646.3,593.4,408.966666666667,NA,NA,560.233333333333,NA
1952-10-15,76.3870967741936,109.838709677419,NA,25.4516129032258,6898.06451612903,NA,65.8064516129032,846.451612903226,169.258064516129,76.8064516129032,NA,24.3225806451613,NA,488.41935483871,479.322580645161,282.548387096774,NA,NA,386.58064516129,NA
1952-11-15,61.2333333333333,111.466666666667,NA,30.4,7251.66666666667,NA,154.766666666667,656.366666666667,452.533333333333,85.6,NA,27.1333333333333,NA,606.5,619,447.033333333333,NA,NA,417.033333333333,NA
