"","dateTime","COND","COND_code","FC","FC_code","FLOW","FLOW_code","NH3_N","NH3_N_code","NO2_NO3","NO2_NO3_code","OP_DIS","OP_DIS_code","OXYGEN","OXYGEN_code","PH","PH_code","PRESS","PRESS_code","SUSSOL","SUSSOL_code","TEMP","TEMP_code","TP_P","TP_P_code","TP_PInLine","TP_PInLine_code","TP_P_ICP","TP_P_ICP_code","TPN","TPN_code","TURB","TURB_code","Turb.JTU","Turb.JTU_code","siteCode","DoE_StationCode"
"1","1959-07-08 00:00:00","69","",NA,"",NA,NA,NA,"",NA,"",NA,"",10.3,NA,7,"",NA,"",NA,"",14.5,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"2","1959-08-12 00:00:00","93","",NA,"",NA,NA,NA,"",NA,"",NA,"",7.6,NA,7,"",NA,"",NA,"",14.5,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"3","1959-09-25 00:00:00","53","",NA,"",NA,NA,NA,"",NA,"",NA,"",10,NA,7.3,"",NA,"",NA,"",12.6,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"4","1959-10-16 00:00:00","50","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.1,NA,7.1,"",NA,"",NA,"",10,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"5","1959-11-30 00:00:00","46","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.4,NA,6.9,"",NA,"",NA,"",7,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"6","1959-12-31 00:00:00","55","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.8,NA,7.2,"",NA,"",NA,"",5.2,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"7","1960-01-27 00:00:00","59","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.4,NA,7.2,"",NA,"",NA,"",6.5,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"8","1960-02-19 00:00:00","56","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.9,NA,7.1,"",NA,"",NA,"",6.3,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"9","1960-03-22 00:00:00","57","",NA,"",NA,NA,NA,"",NA,"",NA,"",11,NA,7.5,"",NA,"",NA,"",7.5,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"10","1960-04-11 00:00:00","47","",NA,"",NA,NA,NA,"",NA,"",NA,"",12,NA,7.3,"",NA,"",NA,"",8.4,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"11","1960-05-13 00:00:00","51","",NA,"",NA,NA,NA,"",NA,"",NA,"",9.6,NA,7.5,"",NA,"",NA,"",12.5,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"12","1960-06-10 00:00:00","54","",NA,"",NA,NA,NA,"",NA,"",NA,"",9.7,NA,7.6,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"13","1960-07-21 00:00:00","67","",NA,"",NA,NA,NA,"",NA,"",NA,"",8.5,NA,7.4,"",NA,"",NA,"",20,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"14","1960-08-02 00:00:00","80","",NA,"",NA,NA,NA,"",NA,"",NA,"",9.9,NA,7.4,"",NA,"",NA,"",15.5,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"15","1960-09-07 00:00:00","68","",NA,"",NA,NA,NA,"",NA,"",NA,"",10.9,NA,7.4,"",NA,"",NA,"",15,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"16","1960-10-04 00:00:00","65","",NA,"",NA,NA,NA,"",NA,"",NA,"",10.3,NA,7.2,"",NA,"",NA,"",13,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"17","1960-11-04 00:00:00","47","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.5,NA,7.1,"",NA,"",NA,"",8,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"18","1960-11-30 00:00:00","50","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.6,NA,7.4,"",NA,"",NA,"",6.5,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"19","1961-01-03 00:00:00","63","",NA,"",NA,NA,NA,"",NA,"",NA,"",12.3,NA,7.4,"",NA,"",NA,"",4.1,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"20","1961-02-02 00:00:00","47","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.9,NA,7.4,"",NA,"",NA,"",8.1,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"21","1961-03-06 00:00:00","50","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.8,NA,7.3,"",NA,"",NA,"",6,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"22","1961-04-19 00:00:00","47","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.9,NA,7.4,"",NA,"",NA,"",8.8,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"23","1961-05-03 00:00:00","51","",NA,"",NA,NA,NA,"",NA,"",NA,"",11,NA,7.2,"",NA,"",NA,"",9,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"24","1961-06-06 00:00:00","56","",NA,"",NA,NA,NA,"",NA,"",NA,"",9.2,NA,7.2,"",NA,"",NA,"",13,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"25","1961-07-05 00:00:00","81","",NA,"",NA,NA,NA,"",NA,"",NA,"",9.8,NA,7.3,"",NA,"",NA,"",15,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"26","1961-08-03 00:00:00","71","",NA,"",NA,NA,NA,"",NA,"",NA,"",8.8,NA,7.4,"",NA,"",NA,"",22.8,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"27","1961-09-06 00:00:00","78","",NA,"",NA,NA,NA,"",NA,"",NA,"",10.3,NA,7.3,"",NA,"",NA,"",13,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"28","1961-11-01 00:00:00","57","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.5,NA,7.3,"",NA,"",NA,"",8.5,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"29","1962-02-07 00:00:00","52","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.7,NA,7.2,"",NA,"",NA,"",6,"",NA,"",NA,"",NA,NA,NA,"","","",0.1,"U*","A","08C070"
"30","1962-05-07 00:00:00","50","",NA,"",NA,NA,NA,"",NA,"",NA,"",10.3,NA,7,"",NA,"",NA,"",12,"",NA,"",NA,"",NA,NA,NA,"","","",0.1,"U*","A","08C070"
"31","1962-08-14 00:00:00","81","",NA,"",NA,NA,NA,"",NA,"",NA,"",9.8,NA,7.3,"",NA,"",NA,"",16.5,"",NA,"",NA,"",NA,NA,NA,"","","",0.1,"U*","A","08C070"
"32","1962-11-08 00:00:00","83","",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,7.9,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"33","1963-02-06 00:00:00","52","",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,7,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"34","1963-05-02 00:00:00","54","",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,7.2,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"35","1963-08-13 00:00:00","112","",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,7.5,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"36","1963-11-15 00:00:00","53","",NA,"",NA,NA,NA,"",NA,"",NA,"",NA,NA,7,"",NA,"",NA,"",NA,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"37","1964-02-25 00:00:00","70","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.5,NA,7.1,"",NA,"",NA,"",8.4,"",NA,"",NA,"",NA,NA,NA,"","","",0.1,"U*","A","08C070"
"38","1964-05-20 00:00:00","55","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.4,NA,7.1,"",NA,"",NA,"",10.9,"",NA,"",NA,"",NA,NA,NA,"","","",5,"","A","08C070"
"39","1964-08-27 00:00:00","56","",NA,"",NA,NA,NA,"",NA,"",NA,"",10.3,NA,7.3,"",NA,"",NA,"",14,"",NA,"",NA,"",NA,NA,NA,"","","",25,"","A","08C070"
"40","1964-11-28 00:00:00","62","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.8,NA,7.1,"",NA,"",NA,"",6,"",NA,"",NA,"",NA,NA,NA,"","","",5,"","A","08C070"
"41","1965-02-25 00:00:00","47","",NA,"",NA,NA,NA,"",NA,"",NA,"",12.5,NA,7.4,"",NA,"",NA,"",6.3,"",NA,"",NA,"",NA,NA,NA,"","","",5,"","A","08C070"
"42","1965-05-12 00:00:00","53","",NA,"",NA,NA,NA,"",NA,"",NA,"",10.1,NA,7.1,"",NA,"",NA,"",13.5,"",NA,"",NA,"",NA,NA,NA,"","","",5,"","A","08C070"
"43","1965-08-04 00:00:00","104","",NA,"",NA,NA,NA,"",NA,"",NA,"",9.4,NA,7.3,"",NA,"",NA,"",14.9,"",NA,"",NA,"",NA,NA,NA,"","","",0.1,"U*","A","08C070"
"44","1965-12-14 00:00:00","61","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.8,NA,7,"",NA,"",NA,"",5.6,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"45","1966-03-16 00:00:00","58","",NA,"",NA,NA,NA,"",NA,"",NA,"",11.6,NA,7,"",NA,"",NA,"",7.8,"",NA,"",NA,"",NA,NA,NA,"","","",NA,"","A","08C070"
"46","1970-11-30 11:25:00","64","","40","",NA,NA,0.01,"U*",NA,"","0.01","U*",12.2,NA,7.1,"",NA,"",NA,"",5.7,"","0.01","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"47","1970-12-14 11:00:00","53","","20","U",NA,NA,0.02,"",NA,"","0.01","",12.3,NA,7.2,"",NA,"",NA,"",5.2,"","0.01","",NA,"",NA,NA,NA,"","","",3,"","A","08C070"
"48","1971-01-04 10:05:00","67","","20","U",NA,NA,0.02,"",NA,"","0.01","",13.5,NA,7.2,"",NA,"",NA,"",2.7,"","0.03","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"49","1971-01-18 11:00:00","51","","20","G",NA,NA,0.01,"U*",NA,"","0.03","",12.2,NA,7.1,"",NA,"",NA,"",6.5,"","0.04","",NA,"",NA,NA,NA,"","","",4,"","A","08C070"
"50","1971-02-01 10:20:00","47","",NA,"",NA,NA,0.05,"",NA,"","0.01","",12.1,NA,7,"",NA,"",NA,"",6.3,"","0.06","",NA,"",NA,NA,NA,"","","",4,"","A","08C070"
"51","1971-02-15 10:45:00","44","",NA,"",NA,NA,0.15,"",NA,"","0.04","",11.9,NA,7.1,"",NA,"",NA,"",6,"","0.04","",NA,"",NA,NA,NA,"","","",15,"","A","08C070"
"52","1971-03-01 09:45:00","50","",NA,"",NA,NA,0.12,"",NA,"","0.01","",13.1,NA,7,"",NA,"",NA,"",3.1,"","0.01","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"53","1971-03-15 10:10:00","58","",NA,"",NA,NA,0.07,"",NA,"","0.03","",12.1,NA,6.9,"",NA,"",NA,"",6.5,"","0.13","",NA,"",NA,NA,NA,"","","",4,"","A","08C070"
"54","1971-04-12 10:10:00","54","",NA,"",NA,NA,0.07,"",NA,"",NA,"",12.4,NA,6.9,"",NA,"",NA,"",7.2,"","0.07","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"55","1971-04-26 08:40:00","63","",NA,"",NA,NA,0.01,"U*",NA,"","0.03","",11.8,NA,7.4,"",NA,"",NA,"",9.5,"","0.05","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"56","1971-05-10 10:00:00","57","",NA,"",NA,NA,0.01,"U*",NA,"","0.05","",12.7,NA,7.3,"",NA,"",NA,"",9.5,"","0.06","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"57","1971-05-24 09:30:00","55","",NA,"",NA,NA,0.02,"",NA,"","0.05","",11.1,NA,7,"",NA,"",NA,"",10.3,"","0.05","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"58","1971-06-07 10:10:00","57","",NA,"",NA,NA,0.05,"",NA,"","0.03","",11.3,NA,7,"",NA,"",NA,"",11.4,"","0.07","",NA,"",NA,NA,NA,"","","",6,"","A","08C070"
"59","1971-06-21 09:50:00","50","",NA,"",NA,NA,0.01,"U*",NA,"","0.01","",10.9,NA,6.9,"",NA,"",NA,"",13.2,"","0.01","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"60","1971-07-12 10:05:00","59","",NA,"",NA,NA,0.04,"",NA,"","0.01","",11,NA,7.1,"",NA,"",NA,"",12.8,"","0.01","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"61","1971-07-26 10:20:00","82","",NA,"",NA,NA,0.19,"",NA,"","0.01","U*",11.4,NA,7.2,"",NA,"",NA,"",17.2,"","0.01","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"62","1971-08-09 10:05:00","75","",NA,"",NA,NA,0.01,"",NA,"","0.01","",9.5,NA,7.4,"",NA,"",NA,"",17.3,"","0.02","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"63","1971-08-23 10:00:00","89","",NA,"",NA,NA,0.09,"",NA,"","0.02","",10.4,NA,7.4,"",NA,"",NA,"",15.3,"","0.03","",NA,"",NA,NA,NA,"","","",3,"","A","08C070"
"64","1971-09-13 09:50:00","78","",NA,"",NA,NA,0.01,"",NA,"","0.01","U*",10.7,NA,7.7,"",NA,"",NA,"",13,"","0.01","",NA,"",NA,NA,NA,"","","",3,"","A","08C070"
"65","1971-09-27 09:45:00","85","",NA,"",NA,NA,0.12,"",NA,"","0.04","",10.6,NA,7.2,"",NA,"",NA,"",11.2,"","0.02","",NA,"",NA,NA,NA,"","","",3,"","A","08C070"
"66","1972-10-10 15:30:00","65","",NA,"",NA,NA,0.08,"",NA,"","0.01","U*",11.2,NA,7.5,"",NA,"",NA,"",12.2,"","0.01","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"67","1972-10-24 14:30:00","60","",NA,"",NA,NA,0.1,"",NA,"","0.02","",11.8,NA,7.6,"",NA,"",NA,"",9.9,"","0.02","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"68","1972-11-06 15:45:00","64","",NA,"",NA,NA,0.09,"",NA,"","0.01","",11.1,NA,7.2,"",NA,"",NA,"",9.1,"","0.01","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"69","1972-11-20 16:10:00","19","",NA,"",NA,NA,0.07,"",NA,"","0.01","",12.6,NA,7.6,"",NA,"",NA,"",7.7,"","0.02","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"70","1972-12-05 15:30:00","60","",NA,"",NA,NA,0.06,"",NA,"","0.01","",13,NA,7.5,"",NA,"",NA,"",2.5,"","0.03","",NA,"",NA,NA,NA,"","","",3,"","A","08C070"
"71","1972-12-18 15:40:00","57","",NA,"",NA,NA,0.18,"",NA,"","0.01","",12.3,NA,7.4,"",NA,"",NA,"",6.8,"","0.14","",NA,"",NA,NA,NA,"","","",37,"","A","08C070"
"72","1973-01-02 14:50:00","44","",NA,"",NA,NA,0.04,"",NA,"","0.01","U*",12.5,NA,7.3,"",NA,"",NA,"",5.4,"","0.02","",NA,"",NA,NA,NA,"","","",3,"","A","08C070"
"73","1973-01-29 15:45:00","56","",NA,"",NA,NA,0.03,"",NA,"","0.01","U*",12.6,NA,7.2,"",NA,"",NA,"",5.1,"","0.02","",NA,"",NA,NA,NA,"","","",3,"","A","08C070"
"74","1973-02-14 15:55:00","68","",NA,"",NA,NA,0.02,"",NA,"","0.01","U*",12.5,NA,7.6,"",NA,"",NA,"",7,"","0.01","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"75","1973-02-26 15:50:00","69","",NA,"",NA,NA,0.05,"",NA,"","0.01","U*",12,NA,7.5,"",NA,"",NA,"",9,"","0.01","",NA,"",NA,NA,NA,"","","",8,"","A","08C070"
"76","1973-03-12 16:30:00","82","",NA,"",NA,NA,0.03,"",NA,"","0.01","U*",12,NA,7.6,"",NA,"",NA,"",7.5,"","0.01","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"77","1973-03-26 16:15:00","84","",NA,"",NA,NA,0.03,"",NA,"","0.01","U*",11.9,NA,7.5,"",NA,"",NA,"",9.9,"","0.01","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"78","1973-04-09 15:00:00","92","",NA,"",NA,NA,0.07,"",NA,"","0.01","U*",11.4,NA,8.3,"",NA,"",NA,"",14,"","0.01","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"79","1973-04-23 15:15:00","86","",NA,"",NA,NA,0.05,"",NA,"","0.01","",11.5,NA,7.5,"",NA,"",NA,"",10.6,"","0.01","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"80","1973-05-21 17:10:00","76","",NA,"",NA,NA,0.05,"",NA,"","0.01","",10.7,NA,7.6,"",NA,"",NA,"",16.5,"","0.01","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"81","1973-05-30 18:35:00","83","",NA,"",NA,NA,0.03,"",NA,"","0.01","",10.1,NA,7.5,"",NA,"",NA,"",15.1,"","0.01","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"82","1973-06-11 17:30:00","88","",NA,"",NA,NA,0.01,"",NA,"","0.01","U*",10.1,NA,7.8,"",NA,"",NA,"",17.4,"","0.01","U*",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"83","1973-06-25 16:45:00","89","",NA,"",NA,NA,0.02,"",NA,"","0.01","U*",11,NA,7.8,"",NA,"",NA,"",15.3,"","0.01","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"84","1973-07-16 17:05:00","109","",NA,"",NA,NA,0.04,"",NA,"","0.01","",9.3,NA,8.3,"",NA,"",NA,"",22.6,"","0.02","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"85","1973-07-23 19:55:00","117","",NA,"",NA,NA,0.02,"",NA,"","0.01","U*",NA,NA,8,"",NA,"",NA,"",17,"","0.01","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"86","1973-08-07 13:45:00","112","",NA,"",NA,NA,0.07,"",NA,"","0.01","U*",10.5,NA,8.5,"",NA,"",NA,"",15.9,"","0.01","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"87","1973-08-21 13:00:00","112","",NA,"",NA,NA,0.03,"",NA,"","0.01","U*",12,NA,8.1,"",NA,"",NA,"",14.8,"","0.01","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"88","1973-09-05 13:35:00","112","",NA,"",NA,NA,0.09,"",NA,"","0.01","U*",11.2,NA,8,"",NA,"",NA,"",16.6,"","0.03","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"89","1973-09-18 14:00:00","90","",NA,"",NA,NA,0.02,"",NA,"","0.01","",11.3,NA,8,"",NA,"",NA,"",13.7,"","0.01","",NA,"",NA,NA,NA,"","","",1,"","A","08C070"
"90","1975-10-16 11:50:00","79","","100","",NA,NA,0.12,"",NA,"","0.02","",11.7,NA,7.6,"",NA,"",NA,"",10.7,"","0.03","",NA,"",NA,NA,NA,"","","",2,"","A","08C070"
"91","1975-10-22 13:25:00","79","","95","J",NA,NA,0.09,"",NA,"","0.01","",11.9,NA,7.3,"",NA,"",NA,"",9.4,"","0.05","",NA,"",NA,NA,NA,"","","",9,"","A","08C070"
"92","1975-11-05 11:20:00","69","","40","",NA,NA,0.06,"",NA,"","0.01","U*",11,NA,7.4,"",NA,"",NA,"",9.6,"","0.02","",NA,"",NA,NA,NA,"","","",4,"","A","08C070"
"93","1975-11-19 12:15:00","74","","28","J",NA,NA,0.05,"",NA,"","0.01","U*",11.9,NA,7.1,"",NA,"",NA,"",5.9,"","0.01","",NA,"",NA,NA,NA,"","","",4,"","A","08C070"
"94","1975-12-03 11:10:00","41","","100","U",NA,NA,0.28,"",NA,"","0.01","",10.8,NA,7,"",NA,"",NA,"",7.5,"","0.8","",NA,"",NA,NA,NA,"","","",300,"","A","08C070"
"95","1975-12-17 10:45:00","60","","4","J",NA,NA,0.12,"",NA,"","0.01","U*",12.4,NA,6.8,"",NA,"",NA,"",5.3,"","0.04","",NA,"",NA,NA,NA,"","","",17,"","A","08C070"
"96","1976-01-14 12:30:00","53","","400","J",NA,NA,0.28,"",NA,"","0.01","",12.4,NA,7.6,"",NA,"",NA,"",6.6,"","0.11","",NA,"",NA,NA,NA,"","33","",NA,"","A","08C070"
"97","1976-01-28 12:10:00","49","","15","J",NA,NA,0.09,"",NA,"","0.01","U*",12.2,NA,7.2,"",NA,"",NA,"",7.5,"","0.04","",NA,"",NA,NA,NA,"","16","",NA,"","A","08C070"
"98","1976-02-04 11:40:00","58","","2","U",NA,NA,0.1,"",NA,"","0.01","",12.8,NA,7.6,"",NA,"",NA,"",4.3,"","0.02","",NA,"",NA,NA,NA,"","8","",NA,"","A","08C070"
"99","1976-02-19 11:45:00","59","","5","J",NA,NA,0.07,"",NA,"","0.01","",12.6,NA,7.2,"",NA,"",NA,"",5.6,"","0.02","",NA,"",NA,NA,NA,"","5","",NA,"","A","08C070"
"100","1976-03-03 12:05:00","60","","2","J",NA,NA,0.02,"",NA,"","0.01","U*",13,NA,7.2,"",NA,"",NA,"",4.3,"","0.03","",NA,"",NA,NA,NA,"","6","",NA,"","A","08C070"
"101","1976-03-18 12:30:00","63","","48","",NA,NA,0.05,"",NA,"","0.01","U*",12.1,NA,7.6,"",NA,"",NA,"",7.7,"","0.02","",NA,"",NA,NA,NA,"","5","",NA,"","A","08C070"
"102","1976-04-07 13:30:00","70","","4","J",NA,NA,0.04,"",NA,"","0.01","U*",12.6,NA,7,"",NA,"",NA,"",9.7,"","0.01","",NA,"",NA,NA,NA,"","2","",NA,"","A","08C070"
"103","1976-04-21 12:25:00","65","","2","J",NA,NA,0.11,"",NA,"","0.01","U*",13.2,NA,8,"",NA,"",NA,"",9.7,"","0.02","",NA,"",NA,NA,NA,"","4","",NA,"","A","08C070"
"104","1976-05-05 12:20:00","70","","10","J",NA,NA,0.1,"",NA,"","0.01","U*",12.9,NA,8,"",NA,"",NA,"",10.6,"","0.02","",NA,"",NA,NA,NA,"","8","",NA,"","A","08C070"
"105","1976-05-19 13:10:00","60","","4","J",NA,NA,0.07,"",NA,"","0.01","U*",12,NA,7,"",NA,"",NA,"",12.2,"","0.01","",NA,"",NA,NA,NA,"","6","",NA,"","A","08C070"
"106","1976-06-03 13:10:00","75","","2","J",NA,NA,0.06,"",NA,"","0.01","",11.8,NA,7.6,"",NA,"",NA,"",11.7,"","0.01","",NA,"",NA,NA,NA,"","2","",NA,"","A","08C070"
"107","1976-06-16 13:00:00","58","","220","",NA,NA,0.07,"",NA,"","0.01","U*",11.1,NA,7.5,"",NA,"",NA,"",12.2,"","0.04","",NA,"",NA,NA,NA,"","10","",NA,"","A","08C070"
"108","1976-07-08 12:10:00","60","","200","",NA,NA,0.07,"",NA,"","0.01","U*",10.7,NA,7.6,"",NA,"",NA,"",14.6,"","0.02","",NA,"",NA,NA,NA,"","5","",NA,"","A","08C070"
"109","1976-07-21 12:25:00","61","","17","J",NA,NA,0.06,"",NA,"","0.01","U*",10.5,NA,7.6,"",NA,"",NA,"",15.1,"","0.01","",NA,"",NA,NA,NA,"","2","",NA,"","A","08C070"
"110","1976-08-04 11:40:00","87","","10","J",NA,NA,0.05,"",NA,"","0.01","U*",10.7,NA,7.7,"",NA,"",NA,"",15.5,"","0.01","",NA,"",NA,NA,NA,"","2","",NA,"","A","08C070"
"111","1976-08-18 11:40:00","96","","40","",NA,NA,0.04,"",NA,"","0.01","U*",10.5,NA,7.5,"",NA,"",NA,"",14.5,"","0.03","",NA,"",NA,NA,NA,"","2","",NA,"","A","08C070"
"112","1976-09-09 11:15:00","68","","44","",NA,NA,0.06,"",NA,"","0.01","U*",10.3,NA,7.5,"",NA,"",NA,"",13.6,"","0.02","",NA,"",NA,NA,NA,"","1","",NA,"","A","08C070"
"113","1976-09-29 11:25:00","75","","36","J",NA,NA,0.06,"",NA,"","0.01","",10.8,NA,7.7,"",NA,"",NA,"",13.5,"","0.02","",NA,"",NA,NA,NA,"","5","",NA,"","A","08C070"
"114","1977-10-05 10:25:00","84","","100","",NA,NA,0.11,"","0.29","","0.01","",12.3,NA,7.4,"",NA,"",NA,"",9.5,"","0.03","",NA,"",NA,NA,NA,"","3","",NA,"","A","08C070"
"115","1977-11-30 09:55:00","54","","260","G",NA,NA,0.15,"","0.41","","0.01","U*",12.5,NA,6.9,"",NA,"",NA,"",6.3,"","0.04","",NA,"",NA,NA,NA,"","13","",NA,"","A","08C070"
"116","1977-12-21 11:05:00","56","","16","J",NA,NA,0.13,"","0.41","","0.01","",12.4,NA,7.1,"",NA,"",NA,"",5.8,"","0.04","",NA,"",NA,NA,NA,"","13","",NA,"","A","08C070"
"117","1978-01-18 11:05:00","66","","36","",NA,NA,0.06,"","0.43","","0.01","",NA,NA,7.3,"",NA,"",2,"",5.8,"","0.02","",NA,"",NA,NA,NA,"","2","",NA,"","A","08C070"
"118","1978-02-23 10:40:00","55","","29","",NA,NA,0.08,"","0.3","","0.01","U*",12.1,NA,7.4,"",NA,"",8,"",7.3,"","0.02","",NA,"",NA,NA,NA,"","3","",NA,"","A","08C070"
"119","1978-03-08 11:20:00","76","","44","",NA,NA,0.04,"","0.43","","0.01","U*",12.2,NA,7.6,"",NA,"",2,"",7.8,"","0.03","",NA,"",NA,NA,NA,"","3","",NA,"","A","08C070"
"120","1978-04-05 11:15:00","79","","40","",NA,NA,0.06,"","0.35","","0.01","U*",12.3,NA,7.9,"",NA,"",18,"",9.1,"","0.02","",NA,"",NA,NA,NA,"","2","",NA,"","A","08C070"
"121","1978-05-03 11:10:00","74","","60","",NA,NA,0.05,"","0.33","","0.01","U*",12,NA,7.5,"","774","",5,"",10.2,"","0.01","",NA,"",NA,NA,NA,"","2","",NA,"","A","08C070"
"122","1978-06-21 10:50:00","74","","96","",NA,NA,0.06,"","0.18","","0.01","U*",10.5,NA,7.3,"","769","",8,"",13.6,"","0.01","",NA,"",NA,NA,NA,"","1","",NA,"","A","08C070"
"123","1978-07-19 11:15:00","79","","56","",NA,NA,0.07,"","0.14","","0.01","U*",11.8,NA,8,"",NA,"",8,"",15.8,"","0.01","",NA,"",NA,NA,NA,"","1","",NA,"","A","08C070"
"124","1978-08-09 11:00:00","90","","100","",NA,NA,0.06,"","0.25","","0.01","U*",10.8,NA,7.7,"",NA,"",2,"",19.3,"","0.02","",NA,"",NA,NA,NA,"","1","",NA,"","A","08C070"
"125","1978-09-20 11:55:00","77","","92","",NA,NA,0.03,"","0.29","","0.01","U*",12.5,NA,7.8,"","768","",8,"",11.6,"","0.02","",NA,"",NA,NA,NA,"","3","",NA,"","A","08C070"
"126","1978-10-25 11:35:00","76","","110","",NA,NA,0.09,"","0.27","","0.01","",11.6,NA,7.5,"","770","",9,"",9.2,"","0.01","",NA,"",NA,NA,NA,"","2","",NA,"","A","08C070"
