"date","mt","mt_anom_1900-99"
195001,-2.33333333333333,14.8888888888889
195002,5.27777777777778,22.5
195003,6.83333333333333,24.0555555555556
195004,11.2777777777778,28.5
195005,14.9444444444444,32.1666666666667
195006,19.6111111111111,36.8333333333333
195007,22.8333333333333,40.0555555555556
195008,23.5555555555556,40.7777777777778
195009,20.3888888888889,37.6111111111111
195010,11.5555555555556,28.7777777777778
195011,7.27777777777778,24.5
195012,7.66666666666667,24.8888888888889
195101,3.72222222222222,20.9444444444444
195102,6.5,23.7222222222222
195103,6.27777777777778,23.5
195104,16,33.2222222222222
195105,16.8888888888889,34.1111111111111
195106,21.4444444444444,38.6666666666667
195107,23.8333333333333,41.0555555555556
195108,22.8333333333333,40.0555555555556
195109,21,38.2222222222222
195110,12.7222222222222,29.9444444444444
195111,7.94444444444444,25.1666666666667
195112,3.22222222222222,20.4444444444444
195201,2.66666666666667,19.8888888888889
195202,6.38888888888889,23.6111111111111
195203,7.66666666666667,24.8888888888889
195204,14.2777777777778,31.5
195205,17,34.2222222222222
195206,17.3888888888889,34.6111111111111
195207,23.6666666666667,40.8888888888889
195208,22.7222222222222,39.9444444444444
195209,21.7777777777778,39
195210,17.2777777777778,34.5
195211,7.5,24.7222222222222
195212,5.88888888888889,23.1111111111111
195301,7.38888888888889,24.6111111111111
195302,7.27777777777778,24.5
195303,8.61111111111111,25.8333333333333
195304,11.6666666666667,28.8888888888889
195305,15.5,32.7222222222222
195306,16.2222222222222,33.4444444444444
195307,22.5555555555556,39.7777777777778
195308,22.2222222222222,39.4444444444444
195309,20.3333333333333,37.5555555555556
195310,14.8333333333333,32.0555555555556
195311,9.61111111111111,26.8333333333333
195312,6.5,23.7222222222222
195401,2.77777777777778,20
195402,7.5,24.7222222222222
195403,8.66666666666667,25.8888888888889
195404,11,28.2222222222222
195405,16.7222222222222,33.9444444444444
195406,16.3333333333333,33.5555555555556
195407,19.9444444444444,37.1666666666667
195408,19.0555555555556,36.2777777777778
195409,18.1111111111111,35.3333333333333
195410,13.5555555555556,30.7777777777778
195411,10.3888888888889,27.6111111111111
195412,5.66666666666667,22.8888888888889
195501,4.33333333333333,21.5555555555556
195502,5.27777777777778,22.5
195503,5.44444444444444,22.6666666666667
195504,9.66666666666667,26.8888888888889
195505,13.7777777777778,31
195506,18.1111111111111,35.3333333333333
195507,18.9444444444444,36.1666666666667
195508,21.7777777777778,39
195509,18.6111111111111,35.8333333333333
195510,12.6666666666667,29.8888888888889
195511,4.77777777777778,22
195512,4.22222222222222,21.4444444444444
195601,4.22222222222222,21.4444444444444
195602,2.72222222222222,19.9444444444444
195603,6.94444444444444,24.1666666666667
195604,14.6666666666667,31.8888888888889
195605,19.2222222222222,36.4444444444444
195606,16.7222222222222,33.9444444444444
195607,23.8333333333333,41.0555555555556
195608,22.4444444444444,39.6666666666667
195609,19.1111111111111,36.3333333333333
195610,11.6111111111111,28.8333333333333
195611,7.61111111111111,24.8333333333333
195612,5.5,22.7222222222222
195701,0.999999999999998,18.2222222222222
195702,5.55555555555556,22.7777777777778
195703,8.77777777777778,26
195704,13.2777777777778,30.5
195705,17.8888888888889,35.1111111111111
195706,19.1111111111111,36.3333333333333
195707,20.8888888888889,38.1111111111111
195708,21.0555555555556,38.2777777777778
195709,22.9444444444444,40.1666666666667
195710,13.3333333333333,30.5555555555556
195711,8.27777777777778,25.5
195712,6.61111111111111,23.8333333333333
195801,6.72222222222222,23.9444444444444
195802,9.88888888888889,27.1111111111111
195803,9.5,26.7222222222222
195804,12.8888888888889,30.1111111111111
195805,20.6111111111111,37.8333333333333
195806,21.3888888888889,38.6111111111111
195807,26.6666666666667,43.8888888888889
195808,25.2777777777778,42.5
195809,19.2222222222222,36.4444444444444
195810,15.5,32.7222222222222
195811,7.38888888888889,24.6111111111111
195812,7.5,24.7222222222222
195901,4.94444444444444,22.1666666666667
195902,5.72222222222222,22.9444444444444
195903,8.27777777777778,25.5
195904,12.8888888888889,30.1111111111111
195905,15.5555555555556,32.7777777777778
195906,18.3888888888889,35.6111111111111
195907,23.9444444444444,41.1666666666667
195908,21.5,38.7222222222222
195909,16.9444444444444,34.1666666666667
195910,13.5555555555556,30.7777777777778
195911,8.16666666666667,25.3888888888889
195912,5.55555555555556,22.7777777777778
196001,3.33333333333333,20.5555555555556
196002,6.83333333333333,24.0555555555556
196003,8.88888888888889,26.1111111111111
196004,12.5555555555556,29.7777777777778
196005,13.9444444444444,31.1666666666667
196006,19.2222222222222,36.4444444444444
196007,25.2222222222222,42.4444444444444
196008,20.5,37.7222222222222
196009,19,36.2222222222222
196010,14,31.2222222222222
196011,7.66666666666667,24.8888888888889
196012,5.38888888888889,22.6111111111111
196101,7.66666666666667,24.8888888888889
196102,7.55555555555556,24.7777777777778
196103,9.16666666666667,26.3888888888889
196104,11,28.2222222222222
196105,15.6111111111111,32.8333333333333
