"date","pc","pc_anom_1900-99"
197009,7.9248,5.3848
197010,9.144,6.604
197011,14.1224,11.5824
197012,21.5392,18.9992
197101,24.3586,21.8186
197102,11.938,9.398
197103,18.0086,15.4686
197104,6.1468,3.6068
197105,4.6482,2.1082
197106,7.493,4.953
197107,2.5908,0.0508000000000002
197108,1.7526,-0.7874
197109,9.3726,6.8326
197110,9.1948,6.6548
197111,16.3322,13.7922
197112,19.685,17.145
197201,17.3228,14.7828
197202,18.2118,15.6718
197203,17.6022,15.0622
197204,13.4366,10.8966
197205,2.794,0.254
197206,6.1468,3.6068
197207,5.207,2.667
197208,3.4798,0.9398
197209,10.8204,8.2804
197210,3.1242,0.5842
197211,10.1854,7.6454
197212,25.019,22.479
197301,11.9126,9.3726
197302,5.334,2.794
197303,7.62,5.08
197304,4.191,1.651
197305,5.8166,3.2766
197306,6.6548,4.1148
197307,0.6858,-1.8542
197308,1.7272,-0.8128
197309,5.3594,2.8194
197310,10.8204,8.2804
197311,22.6822,20.1422
197312,22.352,19.812
197401,24.0792,21.5392
197402,14.0716,11.5316
197403,15.6972,13.1572
197404,8.9408,6.4008
197405,7.4676,4.9276
197406,3.9878,1.4478
197407,5.7912,3.2512
197408,0.508,-2.032
197409,1.524,-1.016
197410,4.3688,1.8288
197411,16.002,13.462
197412,19.3548,16.8148
197501,18.4658,15.9258
197502,14.1986,11.6586
197503,10.7442,8.2042
197504,5.9182,3.3782
197505,5.4356,2.8956
197506,3.7846,1.2446
197507,1.397,-1.143
197508,9.9568,7.4168
197509,0.4064,-2.1336
197510,20.7518,18.2118
197511,19.1262,16.5862
197512,22.6568,20.1168
197601,17.2466,14.7066
197602,14.0208,11.4808
197603,10.414,7.874
197604,7.2136,4.6736
197605,6.3754,3.8354
197606,4.1148,1.5748
197607,3.1242,0.5842
197608,8.255,5.715
197609,3.8608,1.3208
197610,5.8674,3.3274
197611,3.9624,1.4224
197612,8.1026,5.5626
197701,6.2738,3.7338
197702,6.1722,3.6322
197703,13.1826,10.6426
197704,4.1148,1.5748
197705,10.8966,8.3566
197706,2.286,-0.254
197707,2.6924,0.1524
197708,9.1186,6.5786
197709,8.8646,6.3246
197710,7.5946,5.0546
197711,15.6972,13.1572
197712,19.304,16.764
197801,13.0048,10.4648
197802,9.3218,6.7818
197803,8.3058,5.7658
197804,9.398,6.858
197805,6.9596,4.4196
197806,3.4036,0.8636
197807,4.1148,1.5748
197808,5.8928,3.3528
197809,14.3256,11.7856
197810,3.0226,0.4826
197811,14.6812,12.1412
197812,8.1534,5.6134
197901,6.0198,3.4798
197902,17.7546,15.2146
197903,5.7404,3.2004
197904,7.2898,4.7498
197905,3.9878,1.4478
197906,2.5654,0.0253999999999999
197907,3.4544,0.9144
197908,2.9972,0.4572
197909,6.2992,3.7592
197910,11.1506,8.6106
197911,5.6134,3.0734
197912,27.7368,25.1968
198001,11.2268,8.6868
198002,14.5796,12.0396
198003,10.5918,8.0518
198004,9.2202,6.6802
198005,4.8006,2.2606
198006,7.8994,5.3594
198007,2.3368,-0.2032
198008,3.4798,0.9398
198009,6.096,3.556
198010,3.0734,0.5334
198011,21.336,18.796
198012,19.8374,17.2974
198101,6.858,4.318
198102,14.6558,12.1158
198103,8.382,5.842
198104,11.176,8.636
198105,6.7564,4.2164
198106,9.3218,6.7818
198107,3.6068,1.0668
198108,1.2954,-1.2446
198109,8.5852,6.0452
198110,16.2306,13.6906
198111,13.5382,10.9982
198112,20.2946,17.7546
198201,19.3294,16.7894
198202,19.812,17.272
198203,10.3378,7.7978
198204,8.7376,6.1976
198205,2.2606,-0.2794
198206,3.1496,0.6096
198207,4.4196,1.8796
198208,3.0734,0.5334
198209,5.461,2.921
198210,11.8618,9.3218
198211,13.3858,10.8458
198212,20.2438,17.7038
198301,20.1676,17.6276
198302,14.0716,11.5316
198303,12.7,10.16
198304,4.953,2.413
198305,5.1054,2.5654
198306,7.4676,4.9276
198307,7.8232,5.2832
198308,4.4704,1.9304
198309,7.4422,4.9022
198310,4.9784,2.4384
198311,27.0256,24.4856
198312,12.5984,10.0584
198401,16.3068,13.7668
198402,11.7602,9.2202
198403,12.4206,9.8806
198404,8.4836,5.9436
198405,12.6746,10.1346
198406,8.7884,6.2484
198407,0.3556,-2.1844
198408,2.1336,-0.4064
198409,6.3754,3.8354
198410,10.3632,7.8232
198411,23.2664,20.7264
198412,14.2748,11.7348
198501,1.7526,-0.7874
198502,8.382,5.842
198503,7.9756,5.4356
198504,7.0358,4.4958
198505,5.0546,2.5146
198506,6.096,3.556
198507,0.381,-2.159
198508,2.7432,0.2032
198509,6.5278,3.9878
198510,20.3962,17.8562
198511,11.7094,9.1694
198512,3.8354,1.2954
198601,21.082,18.542
198602,12.827,10.287
198603,8.1788,5.6388
198604,8.2296,5.6896
198605,8.382,5.842
198606,3.1242,0.5842
198607,4.5466,2.0066
198608,0.3556,-2.1844
198609,6.9596,4.4196
198610,8.6868,6.1468
198611,23.241,20.701
198612,10.6172,8.0772
198701,14.7828,12.2428
198702,7.874,5.334
198703,13.2842,10.7442
198704,8.0518,5.5118
198705,7.2136,4.6736
198706,1.3208,-1.2192
198707,2.5654,0.0253999999999999
198708,1.5748,-0.9652
198709,1.905,-0.635
198710,0.9652,-1.5748
198711,8.7122,6.1722
198712,19.0754,16.5354
198801,10.4648,7.9248
198802,4.953,2.413
198803,14.478,11.938
198804,10.8204,8.2804
198805,9.779,7.239
198806,5.1054,2.5654
198807,2.4638,-0.0762
198808,1.3716,-1.1684
198809,6.2738,3.7338
198810,8.1788,5.6388
198811,22.225,19.685
198812,12.0142,9.4742
198901,13.2588,10.7188
198902,7.8486,5.3086
198903,16.5862,14.0462
198904,6.35,3.81
198905,7.239,4.699
198906,3.3782,0.8382
198907,2.2098,-0.3302
198908,3.5814,1.0414
198909,1.1176,-1.4224
198910,9.144,6.604
198911,19.431,16.891
198912,12.065,9.525
199001,23.5966,21.0566
199002,14.8336,12.2936
199003,8.6106,6.0706
199004,7.9756,5.4356
199005,6.5024,3.9624
199006,9.0678,6.5278
199007,1.8542,-0.6858
199008,4.0894,1.5494
199009,0.8636,-1.6764
199010,16.637,14.097
199011,30.0482,27.5082
199012,13.9446,11.4046
199101,12.0142,9.4742
199102,14.5288,11.9888
199103,11.1506,8.6106
199104,14.3256,11.7856
199105,5.7658,3.2258
199106,4.7498,2.2098
199107,1.7018,-0.8382
199108,7.0358,4.4958
199109,0.762,-1.778
199110,4.4958,1.9558
199111,18.6182,16.0782
199112,10.2616,7.7216
199201,19.9898,17.4498
199202,9.4488,6.9088
199203,3.937,1.397
199204,11.684,9.144
199205,1.651,-0.889
199206,4.8768,2.3368
199207,3.9624,1.4224
199208,2.5908,0.0508000000000002
199209,6.1722,3.6322
199210,6.2992,3.7592
199211,16.9672,14.4272
199212,11.811,9.271
199301,10.0584,7.5184
199302,1.0668,-1.4732
199303,10.9474,8.4074
199304,13.5128,10.9728
199305,9.4996,6.9596
199306,7.3152,4.7752
199307,6.0452,3.5052
199308,1.6002,-0.9398
199309,0.8382,-1.7018
199310,5.4356,2.8956
199311,6.4262,3.8862
199312,15.4432,12.9032
199401,8.8138,6.2738
199402,13.5382,10.9982
199403,9.3726,6.8326
199404,7.2644,4.7244
199405,3.8608,1.3208
199406,5.6388,3.0988
199407,1.5494,-0.9906
199408,1.143,-1.397
199409,4.7244,2.1844
199410,12.0142,9.4742
199411,17.6276,15.0876
199412,20.574,18.034
199501,12.319,9.779
199502,11.938,9.398
199503,12.3698,9.8298
199504,7.4422,4.9022
199505,3.2512,0.7112
199506,3.7084,1.1684
199507,4.6736,2.1336
199508,6.5278,3.9878
199509,4.1402,1.6002
199510,13.5636,11.0236
199511,28.1178,25.5778
199512,18.7452,16.2052
199601,17.78,15.24
199602,18.8722,16.3322
199603,5.4864,2.9464
199604,15.7734,13.2334
199605,10.2108,7.6708
199606,2.2606,-0.2794
199607,2.413,-0.127
199608,2.413,-0.127
199609,7.8994,5.3594
199610,16.3576,13.8176
199611,17.4498,14.9098
199612,27.686,25.146
199701,20.1422,17.6022
199702,9.4996,6.9596
199703,21.1328,18.5928
199704,11.2776,8.7376
199705,7.8486,5.3086
199706,8.509,5.969
199707,5.0038,2.4638
199708,3.4544,0.9144
199709,9.8298,7.2898
199710,18.161,15.621
199711,11.43,8.89
199712,11.43,8.89
199801,21.6154,19.0754
199802,9.4488,6.9088
199803,11.811,9.271
199804,3.9878,1.4478
199805,7.493,4.953
199806,4.064,1.524
199807,1.9304,-0.6096
199808,0.5588,-1.9812
199809,1.4478,-1.0922
199810,10.287,7.747
199811,27.2034,24.6634
199812,24.3332,21.7932
199901,21.6916,19.1516
199902,23.0886,20.5486
199903,13.589,11.049
199904,5.0038,2.4638
199905,7.3152,4.7752
199906,7.0104,4.4704
199907,3.7338,1.1938
199908,3.5052,0.9652
199909,1.0922,-1.4478
199910,9.9568,7.4168
199911,24.5618,22.0218
199912,17.8054,15.2654
200001,13.5636,11.0236
200002,11.1252,8.5852
200003,10.4902,7.9502
200004,6.6802,4.1402
200005,9.6012,7.0612
200006,5.5626,3.0226
200007,2.3114,-0.2286
200008,1.8288,-0.7112
200009,5.3086,2.7686
200010,9.6012,7.0612
200011,8.3058,5.7658
200012,8.9408,6.4008
200101,9.1186,6.5786
200102,5.588,3.048
200103,9.525,6.985
200104,8.8646,6.3246
200105,5.2324,2.6924
200106,8.8392,6.2992
200107,2.667,0.127
200108,5.6388,3.0988
200109,2.413,-0.127
200110,12.827,10.287
200111,22.225,19.685
200112,19.4818,16.9418
200201,19.7104,17.1704
200202,11.176,8.636
200203,11.5316,8.9916
200204,8.9154,6.3754
200205,5.4102,2.8702
200206,4.3942,1.8542
200207,2.0828,-0.4572
200208,0.7366,-1.8034
200209,2.4638,-0.0762
200210,2.6416,0.1016
200211,9.2456,6.7056
200212,15.9258,13.3858
200301,19.5326,16.9926
200302,5.588,3.048
200303,17.1196,14.5796
200304,9.7028,7.1628
200305,4.1148,1.5748
200306,1.8288,-0.7112
200307,0.5334,-2.0066
200308,0.8128,-1.7272
200309,3.5052,0.9652
200310,21.7678,19.2278
200311,17.6784,15.1384
200312,12.3698,9.8298
200401,16.8656,14.3256
200402,7.3914,4.8514
200403,8.5344,5.9944
200404,2.794,0.254
200405,8.636,6.096
200406,2.8956,0.3556
200407,1.2192,-1.3208
200408,9.9568,7.4168
200409,8.7884,6.2484
200410,10.033,7.493
200411,13.2588,10.7188
200412,14.097,11.557
200501,12.0396,9.4996
200502,3.9116,1.3716
200503,11.0744,8.5344
200504,11.303,8.763
200505,8.3058,5.7658
200506,5.9436,3.4036
200507,3.0226,0.4826
200508,1.9558,-0.5842
200509,4.3434,1.8034
200510,11.2014,8.6614
200511,14.986,12.446
200512,18.0086,15.4686
200601,29.5402,27.0002
200602,9.017,6.477
200603,7.5438,5.0038
200604,7.8232,5.2832
200605,6.4008,3.8608
200606,4.699,2.159
200607,0.9398,-1.6002
200608,0.6096,-1.9304
200609,4.572,2.032
200610,5.5626,3.0226
200611,35.814,33.274
200612,19.05,16.51
200701,15.2146,12.6746
200702,10.0584,7.5184
200703,15.0622,12.5222
200704,5.715,3.175
200705,3.81,1.27
200706,4.9276,2.3876
200707,3.937,1.397
200708,2.3876,-0.1524
200709,5.5118,2.9718
200710,11.2014,8.6614
200711,9.0424,6.5024
200712,23.0886,20.5486
200801,12.7254,10.1854
200802,7.874,5.334
200803,12.1412,9.6012
200804,6.858,4.318
200805,4.445,1.905
200806,5.715,3.175
200807,1.7018,-0.8382
200808,6.9596,4.4196
200809,2.0066,-0.5334
200810,7.112,4.572
200811,19.7866,17.2466
200812,12.954,10.414
200901,15.875,13.335
200902,4.6736,2.1336
200903,12.2174,9.6774
200904,7.9248,5.3848
200905,10.4394,7.8994
200906,1.3208,-1.2192
200907,0.8128,-1.7272
200908,2.8194,0.2794
200909,5.588,3.048
200910,17.0942,14.5542
200911,24.0792,21.5392
200912,7.8994,5.3594
201001,16.5608,14.0208
201002,8.8392,6.2992
201003,10.4902,7.9502
201004,10.5156,7.9756
201005,11.2268,8.6868
201006,8.2296,5.6896
201007,0.8636,-1.6764
201008,2.5908,0.0508000000000002
201009,11.7094,9.1694
201010,10.7696,8.2296
201011,13.9954,11.4554
201012,20.4724,17.9324
201101,17.9578,15.4178
201102,9.6774,7.1374
201103,19.2786,16.7386
201104,13.2334,10.6934
201105,10.7442,8.2042
201106,4.1656,1.6256
201107,3.4544,0.9144
201108,0.6096,-1.9304
201109,3.4036,0.8636
201110,8.636,6.096
201111,18.2118,15.6718
201112,7.112,4.572
201201,15.8242,13.2842
201202,12.7508,10.2108
201203,18.9738,16.4338
201204,10.4394,7.8994
201205,7.7724,5.2324
201206,8.9916,6.4516
201207,3.9624,1.4224
201208,0.127,-2.413
201209,0.4318,-2.1082
201210,17.907,15.367
201211,20.2946,17.7546
201212,21.2852,18.7452
201301,13.0048,10.4648
201302,6.6294,4.0894
201303,9.4742,6.9342
201304,13.4874,10.9474
201305,7.493,4.953
201306,5.1562,2.6162
201307,0.0762,-2.4638
201308,3.8354,1.2954
201309,15.4432,12.9032
201310,4.572,2.032
201311,11.049,8.509
201312,6.9596,4.4196
201401,12.065,9.525
201402,15.2654,12.7254
201403,22.3774,19.8374
201404,10.3378,7.7978
201405,8.7376,6.1976
201406,3.4798,0.9398
201407,2.6162,0.0762
201408,3.7084,1.1684
201409,7.0358,4.4958
201410,17.7546,15.2146
201411,15.1638,12.6238
201412,16.1798,13.6398
201501,13.1064,10.5664
201502,12.6238,10.0838
201503,11.7856,9.2456
201504,5.4356,2.8956
201505,1.9812,-0.5588
201506,1.0922,-1.4478
201507,1.3208,-1.2192
201508,5.715,3.175
201509,5.2832,2.7432
201510,12.0904,9.5504
201511,21.4376,18.8976
201512,29.6418,27.1018
201601,17.6022,15.0622
201602,14.605,12.065
201603,16.637,14.097
201604,5.207,2.667
201605,3.048,0.508
201606,5.4356,2.8956
201607,2.3368,-0.2032
201608,0.889,-1.651
201609,4.6228,2.0828
201610,25.0952,22.5552
