"date","at","at_anom_1900-99"
195001,-4.38888888888889,12.8333333333333
195002,4.11111111111111,21.3333333333333
195003,5.5,22.7222222222222
195004,8,25.2222222222222
195005,10.5555555555556,27.7777777777778
195006,15.3333333333333,32.5555555555556
195007,16.8888888888889,34.1111111111111
195008,17.3333333333333,34.5555555555556
195009,14.5555555555556,31.7777777777778
195010,9.66666666666667,26.8888888888889
195011,5.94444444444445,23.1666666666667
195012,6.88888888888889,24.1111111111111
195101,2.66666666666667,19.8888888888889
195102,4.5,21.7222222222222
195103,4.05555555555555,21.2777777777778
195104,9.72222222222222,26.9444444444444
195105,12.1666666666667,29.3888888888889
195106,15.8333333333333,33.0555555555556
195107,17.5555555555556,34.7777777777778
195108,16.4444444444444,33.6666666666667
195109,15.0555555555556,32.2777777777778
195110,10.3333333333333,27.5555555555556
195111,6.27777777777778,23.5
195112,2.22222222222222,19.4444444444444
195201,1.94444444444444,19.1666666666667
195202,4.72222222222222,21.9444444444444
195203,5.72222222222222,22.9444444444444
195204,9.16666666666667,26.3888888888889
195205,12.1111111111111,29.3333333333333
195206,13.3888888888889,30.6111111111111
195207,17.1111111111111,34.3333333333333
195208,17.1666666666667,34.3888888888889
195209,15.3888888888889,32.6111111111111
195210,11.9444444444444,29.1666666666667
195211,4.88888888888889,22.1111111111111
195212,4.94444444444444,22.1666666666667
195301,6.44444444444445,23.6666666666667
195302,5.16666666666667,22.3888888888889
195303,6.38888888888889,23.6111111111111
195304,8.72222222222222,25.9444444444444
195305,12.0555555555556,29.2777777777778
195306,13.3888888888889,30.6111111111111
195307,16.9444444444444,34.1666666666667
195308,17.2777777777778,34.5
195309,15.1111111111111,32.3333333333333
195310,11.3888888888889,28.6111111111111
195311,8.05555555555556,25.2777777777778
195312,5.38888888888889,22.6111111111111
195401,1.55555555555555,18.7777777777778
195402,5.61111111111111,22.8333333333333
195403,5.05555555555556,22.2777777777778
195404,7.72222222222222,24.9444444444444
195405,12,29.2222222222222
195406,13.0555555555556,30.2777777777778
195407,15.2777777777778,32.5
195408,15.5,32.7222222222222
195409,14.5555555555556,31.7777777777778
195410,10.0555555555556,27.2777777777778
195411,8.83333333333333,26.0555555555556
195412,4.55555555555556,21.7777777777778
195501,3.55555555555555,20.7777777777778
195502,3.33333333333333,20.5555555555556
195503,3.55555555555555,20.7777777777778
195504,6.83333333333333,24.0555555555556
195505,10.1666666666667,27.3888888888889
195506,14.0555555555556,31.2777777777778
195507,15.2777777777778,32.5
195508,15.7222222222222,32.9444444444444
195509,13.8333333333333,31.0555555555556
195510,10,27.2222222222222
195511,3.22222222222222,20.4444444444444
195512,2.94444444444444,20.1666666666667
195601,3.05555555555556,20.2777777777778
195602,1.66666666666667,18.8888888888889
195603,4.83333333333333,22.0555555555556
195604,9.55555555555556,26.7777777777778
195605,13.5555555555556,30.7777777777778
195606,13.6666666666667,30.8888888888889
195607,17.7777777777778,35
195608,17,34.2222222222222
195609,14.2222222222222,31.4444444444444
195610,9.55555555555556,26.7777777777778
195611,5.33333333333333,22.5555555555556
195612,4.27777777777778,21.5
195701,-0.555555555555556,16.6666666666667
195702,3.44444444444445,20.6666666666667
195703,6.5,23.7222222222222
195704,9.83333333333334,27.0555555555556
195705,14.0555555555556,31.2777777777778
195706,15.3333333333333,32.5555555555556
195707,16,33.2222222222222
195708,16.2777777777778,33.5
195709,16.6666666666667,33.8888888888889
195710,10.1666666666667,27.3888888888889
195711,5.83333333333333,23.0555555555556
195712,5.77777777777778,23
195801,5.72222222222222,22.9444444444444
195802,8.16666666666667,25.3888888888889
195803,6.55555555555555,23.7777777777778
195804,9.44444444444444,26.6666666666667
195805,15.0555555555556,32.2777777777778
195806,17.5,34.7222222222222
195807,20.2222222222222,37.4444444444444
195808,18.5,35.7222222222222
195809,14.8888888888889,32.1111111111111
195810,11.3888888888889,28.6111111111111
195811,5.61111111111111,22.8333333333333
195812,6.38888888888889,23.6111111111111
195901,3.88888888888889,21.1111111111111
195902,4.44444444444444,21.6666666666667
195903,6.38888888888889,23.6111111111111
195904,9.33333333333333,26.5555555555556
195905,11.5555555555556,28.7777777777778
195906,15.0555555555556,32.2777777777778
195907,17.8888888888889,35.1111111111111
195908,16.1111111111111,33.3333333333333
195909,13.6666666666667,30.8888888888889
195910,10.4444444444444,27.6666666666667
195911,5.66666666666667,22.8888888888889
195912,4.11111111111111,21.3333333333333
196001,2.88888888888889,20.1111111111111
196002,4.88888888888889,22.1111111111111
196003,6.11111111111111,23.3333333333333
196004,9.5,26.7222222222222
196005,11.2777777777778,28.5
196006,14.5555555555556,31.7777777777778
196007,18.1111111111111,35.3333333333333
196008,16.3333333333333,33.5555555555556
196009,13.9444444444444,31.1666666666667
196010,11.1111111111111,28.3333333333333
196011,6,23.2222222222222
196012,3.72222222222222,20.9444444444444
196101,5.61111111111111,22.8333333333333
196102,6.66666666666667,23.8888888888889
196103,7.27777777777778,24.5
196104,8.55555555555556,25.7777777777778
196105,12.1111111111111,29.3333333333333
196106,16.3888888888889,33.6111111111111
196107,18.3888888888889,35.6111111111111
196108,18.7777777777778,36
196109,13.7777777777778,31
196110,9.5,26.7222222222222
196111,4.77777777777778,22
196112,3.88888888888889,21.1111111111111
196201,3,20.2222222222222
196202,5.61111111111111,22.8333333333333
196203,5.27777777777778,22.5
196204,9.88888888888889,27.1111111111111
196205,10.3888888888889,27.6111111111111
196206,14.2777777777778,31.5
196207,16.5,33.7222222222222
196208,16.4444444444444,33.6666666666667
196209,15,32.2222222222222
196210,11.1111111111111,28.3333333333333
196211,7.55555555555556,24.7777777777778
196212,5.33333333333333,22.5555555555556
196301,0.666666666666668,17.8888888888889
196302,8,25.2222222222222
196303,6.22222222222222,23.4444444444444
196304,8.72222222222222,25.9444444444444
196305,12.6111111111111,29.8333333333333
196306,14.2777777777778,31.5
196307,15.9444444444444,33.1666666666667
196308,17.1111111111111,34.3333333333333
196309,16.6111111111111,33.8333333333333
196310,11.7777777777778,29
196311,6.83333333333333,24.0555555555556
196312,4.88888888888889,22.1111111111111
196401,4.72222222222222,21.9444444444444
196402,4.72222222222222,21.9444444444444
196403,6.05555555555556,23.2777777777778
196404,7.72222222222222,24.9444444444444
196405,10.8333333333333,28.0555555555556
196406,13.9444444444444,31.1666666666667
196407,16.3888888888889,33.6111111111111
196408,15.9444444444444,33.1666666666667
196409,13.6111111111111,30.8333333333333
196410,10.7777777777778,28
196411,4.94444444444444,22.1666666666667
196412,1.77777777777778,19
196501,3.44444444444445,20.6666666666667
196502,5.11111111111111,22.3333333333333
196503,6.44444444444445,23.6666666666667
196504,9.38888888888889,26.6111111111111
196505,10.6111111111111,27.8333333333333
196506,14.7222222222222,31.9444444444444
196507,17.8888888888889,35.1111111111111
196508,17.6111111111111,34.8333333333333
196509,13.4444444444444,30.6666666666667
196510,12.1111111111111,29.3333333333333
196511,8.38888888888889,25.6111111111111
196512,3.83333333333333,21.0555555555556
196601,3.88888888888889,21.1111111111111
196602,5.16666666666667,22.3888888888889
196603,6.5,23.7222222222222
196604,9.27777777777778,26.5
196605,11.6666666666667,28.8888888888889
196606,14.1666666666667,31.3888888888889
196607,16.1111111111111,33.3333333333333
196608,16.8888888888889,34.1111111111111
196609,15.6111111111111,32.8333333333333
196610,10.1666666666667,27.3888888888889
196611,7.05555555555556,24.2777777777778
196612,6.27777777777778,23.5
196701,5,22.2222222222222
196702,5.61111111111111,22.8333333333333
196703,5.22222222222222,22.4444444444444
196704,7.38888888888889,24.6111111111111
196705,12.0555555555556,29.2777777777778
196706,16.6111111111111,33.8333333333333
196707,17.4444444444444,34.6666666666667
196708,19.5,36.7222222222222
196709,16.7777777777778,34
196710,11.4444444444444,28.6666666666667
196711,7.11111111111111,24.3333333333333
196712,4.11111111111111,21.3333333333333
196801,3.77777777777778,21
196802,7.11111111111111,24.3333333333333
196803,8,25.2222222222222
196804,8.22222222222222,25.4444444444444
196805,12.3888888888889,29.6111111111111
196806,14.5555555555556,31.7777777777778
196807,18.1111111111111,35.3333333333333
196808,16.3888888888889,33.6111111111111
196809,14.3888888888889,31.6111111111111
196810,9.88888888888889,27.1111111111111
196811,6.94444444444444,24.1666666666667
196812,1.94444444444444,19.1666666666667
196901,-0.833333333333333,16.3888888888889
196902,4.05555555555555,21.2777777777778
196903,6.88888888888889,24.1111111111111
196904,8.83333333333333,26.0555555555556
196905,13.5555555555556,30.7777777777778
196906,17.1666666666667,34.3888888888889
196907,16.5555555555556,33.7777777777778
196908,15.7777777777778,33
196909,14.6666666666667,31.8888888888889
196910,9.88888888888889,27.1111111111111
196911,6.88888888888889,24.1111111111111
196912,5.5,22.7222222222222
197001,3.72222222222222,20.9444444444444
197002,6.83333333333333,24.0555555555556
197003,6.77777777777778,24
197004,7.66666666666667,24.8888888888889
197005,11.4444444444444,28.6666666666667
197006,16,33.2222222222222
197007,17.1111111111111,34.3333333333333
197008,16.6666666666667,33.8888888888889
197009,13.1111111111111,30.3333333333333
197010,9.33333333333333,26.5555555555556
197011,6.38888888888889,23.6111111111111
197012,3.05555555555556,20.2777777777778
197101,3.33333333333333,20.5555555555556
197102,4.72222222222222,21.9444444444444
197103,4.55555555555556,21.7777777777778
197104,8.5,25.7222222222222
197105,12.0555555555556,29.2777777777778
197106,12.8333333333333,30.0555555555556
197107,17.3888888888889,34.6111111111111
197108,18.5555555555556,35.7777777777778
197109,13.5555555555556,30.7777777777778
197110,9.33333333333333,26.5555555555556
197111,6.55555555555555,23.7777777777778
197112,2.16666666666667,19.3888888888889
197201,1.38888888888889,18.6111111111111
197202,4.38888888888889,21.6111111111111
197203,7.16666666666667,24.3888888888889
197204,7.11111111111111,24.3333333333333
197205,13.1666666666667,30.3888888888889
197206,14.3888888888889,31.6111111111111
197207,17.2222222222222,34.4444444444444
197208,17.7222222222222,34.9444444444444
197209,12.8888888888889,30.1111111111111
197210,9.05555555555555,26.2777777777778
197211,6.66666666666667,23.8888888888889
197212,2.27777777777778,19.5
197301,2.94444444444444,20.1666666666667
197302,5.61111111111111,22.8333333333333
197303,6.72222222222222,23.9444444444444
197304,8.83333333333333,26.0555555555556
197305,12.5,29.7222222222222
197306,14.2777777777778,31.5
197307,16.9444444444444,34.1666666666667
197308,15.3888888888889,32.6111111111111
197309,15.1111111111111,32.3333333333333
197310,10.1111111111111,27.3333333333333
197311,4.77777777777778,22
197312,5.72222222222222,22.9444444444444
197401,2.72222222222222,19.9444444444444
197402,5.11111111111111,22.3333333333333
197403,6.33333333333333,23.5555555555556
197404,8.77777777777778,26
197405,10.5555555555556,27.7777777777778
197406,14.7777777777778,32
197407,16.1666666666667,33.3888888888889
197408,17.5,34.7222222222222
197409,16.7777777777778,34
197410,10.7777777777778,28
197411,7.11111111111111,24.3333333333333
197412,5.5,22.7222222222222
197501,3.44444444444445,20.6666666666667
197502,4,21.2222222222222
197503,5.33333333333333,22.5555555555556
197504,7,24.2222222222222
197505,11.6666666666667,28.8888888888889
197506,13.8888888888889,31.1111111111111
197507,17.5,34.7222222222222
197508,15.6666666666667,32.8888888888889
197509,15.2222222222222,32.4444444444444
197510,10.0555555555556,27.2777777777778
197511,6.05555555555556,23.2777777777778
197512,4.55555555555556,21.7777777777778
197601,4.77777777777778,22
197602,4.38888888888889,21.6111111111111
197603,4.72222222222222,21.9444444444444
197604,8.77777777777778,26
197605,11.8888888888889,29.1111111111111
197606,13.2222222222222,30.4444444444444
197607,16.6111111111111,33.8333333333333
197608,15.7777777777778,33
197609,15.3888888888889,32.6111111111111
197610,10.5555555555556,27.7777777777778
197611,6.88888888888889,24.1111111111111
197612,5.38888888888889,22.6111111111111
197701,2.33333333333333,19.5555555555556
197702,7.27777777777778,24.5
197703,5.94444444444445,23.1666666666667
197704,10.1666666666667,27.3888888888889
197705,10.8888888888889,28.1111111111111
197706,15.3333333333333,32.5555555555556
197707,16.0555555555556,33.2777777777778
197708,18.9444444444444,36.1666666666667
