"date","hd","hd_anom_1900.99"
198505,212.777777777777,-2.22222222222222
198506,126.388888888889,-4.72222222222221
198507,25.5555555555556,-42.7777777777778
198508,61.6666666666667,-5.27777777777778
198509,158.333333333333,31.9444444444444
198510,282.5,22.7777777777778
198511,540,158.611111111111
198512,535.555555555555,70.0000000000001
198601,396.944444444444,-97.7777777777777
198602,393.611111111112,-5.27777777777777
198603,316.944444444444,-73.0555555555555
198604,326.666666666667,27.5
198605,211.111111111111,-3.88888888888887
198606,90.5555555555558,-40.5555555555556
198607,105.555555555556,37.2222222222222
198608,26.9444444444444,-40
198609,142.5,16.1111111111111
198610,226.666666666667,-33.0555555555556
198611,371.666666666667,-9.72222222222224
198612,451.388888888889,-14.1666666666667
198701,467.777777777777,-26.9444444444444
198702,341.388888888889,-57.5
198703,343.611111111111,-46.3888888888889
198704,251.666666666666,-47.5
198705,183.333333333333,-31.6666666666667
198706,99.4444444444444,-31.6666666666667
198707,70,1.66666666666666
198708,52.5,-14.4444444444444
198709,88.3333333333333,-38.0555555555556
198710,213.611111111111,-46.1111111111111
198711,324.166666666667,-57.2222222222222
198712,489.166666666667,23.6111111111111
198801,477.777777777778,-16.9444444444444
198802,366.388888888889,-32.5
198803,383.333333333333,-6.66666666666663
198804,285,-14.1666666666667
198805,216.111111111111,1.11111111111113
198806,142.5,11.3888888888889
198807,66.6666666666667,-1.66666666666666
198808,62.2222222222222,-4.72222222222223
198809,121.111111111111,-5.27777777777779
198810,201.388888888889,-58.3333333333333
198811,368.333333333333,-13.0555555555556
198812,444.166666666667,-21.3888888888889
198901,463.333333333333,-31.3888888888889
198902,503.333333333333,104.444444444444
198903,415.277777777778,25.2777777777778
198904,247.5,-51.6666666666667
198905,212.777777777777,-2.22222222222222
198906,93.8888888888887,-37.2222222222222
198907,83.8888888888891,15.5555555555556
198908,71.3888888888889,4.44444444444444
198909,89.7222222222225,-36.6666666666667
198910,257.5,-2.22222222222223
198911,347.5,-33.8888888888889
198912,423.611111111111,-41.9444444444444
199001,435.833333333333,-58.8888888888889
199002,436.388888888889,37.5
199003,356.388888888889,-33.6111111111111
199004,255,-44.1666666666667
199005,221.388888888889,6.3888888888889
199006,128.055555555555,-3.05555555555555
199007,33.3333333333333,-35
199008,36.3888888888889,-30.5555555555556
199009,76.6666666666667,-49.7222222222222
199010,294.722222222223,35
199011,359.166666666667,-22.2222222222222
199012,568.333333333333,102.777777777778
199101,495,0.27777777777783
199102,308.888888888888,-90
199103,412.5,22.5
199104,309.166666666667,9.99999999999998
199105,239.444444444445,24.4444444444444
199106,165,33.8888888888889
199107,51.9444444444444,-16.3888888888889
199108,44.1666666666667,-22.7777777777778
199109,88.8888888888889,-37.5
199110,262.777777777778,3.05555555555553
199111,353.333333333333,-28.0555555555556
199112,421.111111111111,-44.4444444444444
199201,410.833333333333,-83.8888888888889
199202,315.833333333333,-83.0555555555555
199203,298.055555555556,-91.9444444444447
199204,248.333333333334,-50.8333333333333
199205,151.111111111111,-63.8888888888889
199206,70,-61.1111111111111
199207,48.8888888888889,-19.4444444444444
199208,43.3333333333333,-23.6111111111111
199209,139.166666666667,12.7777777777778
199210,236.111111111111,-23.6111111111111
199211,375,-6.38888888888892
199212,503.055555555556,37.5
199301,545,50.2777777777778
199302,418.333333333333,19.4444444444444
199303,352.222222222222,-37.7777777777778
199304,290,-9.16666666666664
199305,136.666666666667,-78.3333333333333
199306,128.888888888889,-2.22222222222221
199307,108.333333333333,40
199308,57.5,-9.44444444444445
199309,101.944444444444,-24.4444444444444
199310,212.5,-47.2222222222222
199311,441.666666666667,60.2777777777778
199312,454.722222222222,-10.8333333333334
199401,391.666666666667,-103.055555555556
199402,427.777777777777,28.8888888888889
199403,337.5,-52.5
199404,258.333333333333,-40.8333333333333
199405,179.166666666667,-35.8333333333333
199406,138.611111111111,7.50000000000001
199407,41.3888888888889,-26.9444444444444
199408,50,-16.9444444444444
199409,76.1111111111111,-50.2777777777778
199410,273.888888888889,14.1666666666667
199411,442.5,61.1111111111111
199412,463.333333333333,-2.2222222222222
199501,426.111111111111,-68.6111111111111
199502,353.055555555556,-45.8333333333333
199503,366.944444444444,-23.0555555555556
199504,292.5,-6.66666666666669
199505,159.722222222222,-55.2777777777778
199506,106.666666666667,-24.4444444444444
199507,45,-23.3333333333333
199508,93.3333333333334,26.3888888888889
199509,68.3333333333333,-58.0555555555556
199510,268.611111111111,8.88888888888889
199511,316.666666666667,-64.7222222222222
199512,441.666666666667,-23.8888888888889
199601,475.277777777778,-19.4444444444444
199602,391.944444444445,-6.94444444444446
199603,364.444444444444,-25.5555555555556
199604,270,-29.1666666666667
199605,261.111111111111,46.1111111111111
199606,135.277777777778,4.16666666666667
199607,38.0555555555556,-30.2777777777778
199608,46.3888888888889,-20.5555555555556
199609,151.666666666667,25.2777777777778
199610,276.388888888889,16.6666666666667
199611,400,18.6111111111111
199612,490,24.4444444444444
199701,459.722222222223,-35
199702,383.611111111111,-15.2777777777778
199703,389.166666666667,-0.833333333333315
199704,302.5,3.33333333333334
199705,156.111111111111,-58.8888888888889
199706,131.388888888889,0.27777777777779
199707,63.3333333333333,-4.99999999999999
199708,29.4444444444444,-37.5
199709,84.1666666666667,-42.2222222222222
199710,267.777777777778,8.05555555555556
199711,322.5,-58.8888888888889
199712,443.333333333333,-22.2222222222222
199801,440.833333333333,-53.8888888888889
199802,342.222222222223,-56.6666666666667
199803,352.222222222223,-37.7777777777778
199804,285,-14.1666666666667
199805,205.833333333333,-9.16666666666667
199806,112.5,-18.6111111111111
199807,27.5,-40.8333333333333
199808,37.2222222222222,-29.7222222222222
199809,74.1666666666667,-52.2222222222222
199810,250.555555555555,-9.16666666666669
199811,349.166666666667,-32.2222222222222
199812,477.777777777778,12.2222222222222
199901,435.833333333333,-58.8888888888889
199902,391.388888888889,-7.50000000000002
199903,399.444444444444,9.4444444444445
199904,314.166666666667,15
199905,264.444444444444,49.4444444444444
199906,155.833333333333,24.7222222222222
199907,82.7777777777778,14.4444444444444
199908,49.4444444444444,-17.5
199909,114.722222222222,-11.6666666666667
199910,266.111111111111,6.38888888888887
199911,331.666666666667,-49.7222222222222
199912,427.222222222223,-38.3333333333333
200001,480.277777777778,-14.4444444444444
200002,373.333333333333,-25.5555555555556
200003,391.666666666667,1.66666666666669
200004,264.166666666667,-35
200005,223.055555555555,8.05555555555556
200006,113.055555555555,-18.0555555555555
200007,66.3888888888889,-1.94444444444445
200008,72.2222222222223,5.27777777777777
200009,119.444444444444,-6.94444444444445
200010,257.5,-2.22222222222223
200011,419.166666666667,37.7777777777778
200012,464.166666666667,-1.38888888888889
200101,438.333333333333,-56.3888888888889
200102,412.222222222222,13.3333333333334
200103,371.111111111111,-18.8888888888889
200104,319.166666666667,20
200105,202.5,-12.5
200106,159.166666666667,28.0555555555556
200107,82.7777777777777,14.4444444444444
200108,52.5,-14.4444444444444
200109,112.5,-13.8888888888889
200110,284.166666666667,24.4444444444444
200111,344.166666666667,-37.2222222222222
200112,461.666666666667,-3.88888888888889
200201,454.722222222223,-40
200202,392.222222222223,-6.66666666666666
200203,441.666666666667,51.6666666666667
200204,306.666666666667,7.5
200205,246.388888888889,31.3888888888889
200206,103.333333333333,-27.7777777777778
200207,52.7777777777778,-15.5555555555556
200208,55.5555555555556,-11.3888888888889
200209,115.555555555556,-10.8333333333333
200210,273.888888888889,14.1666666666667
200211,330.833333333333,-50.5555555555556
200212,421.944444444444,-43.6111111111111
200301,378.055555555555,-116.666666666667
200302,387.5,-11.3888888888889
200303,358.333333333333,-31.6666666666667
200304,304.166666666667,5
200305,215.277777777777,0.277777777777784
200306,85.2777777777779,-45.8333333333333
200307,35,-33.3333333333333
200308,42.5,-24.4444444444444
200309,84.1666666666667,-42.2222222222222
200310,210,-49.7222222222222
200311,425.833333333333,44.4444444444444
200312,446.944444444444,-18.6111111111111
200401,465.833333333333,-28.8888888888889
200402,361.666666666667,-37.2222222222222
200403,331.666666666667,-58.3333333333333
200404,235,-64.1666666666667
200405,182.5,-32.5
200406,83.888888888889,-47.2222222222222
200407,29.4444444444444,-38.8888888888889
200408,28.6111111111111,-38.3333333333333
200409,136.111111111111,9.72222222222223
200410,237.777777777778,-21.9444444444444
200411,369.166666666667,-12.2222222222222
200412,421.111111111111,-44.4444444444444
200501,435.833333333333,-58.8888888888889
200502,380.277777777777,-18.6111111111111
200503,317.777777777777,-72.2222222222222
200504,274.166666666667,-25
200505,155.555555555555,-59.4444444444444
200506,132.222222222222,1.11111111111112
200507,52.7777777777778,-15.5555555555556
200508,38.8888888888889,-28.0555555555556
200509,142.5,16.1111111111111
200510,232.5,-27.2222222222222
200511,400,18.6111111111111
200512,453.888888888889,-11.6666666666667
200601,399.444444444445,-95.2777777777778
200602,409.722222222223,10.8333333333333
200603,385.833333333333,-4.16666666666666
200604,286.666666666667,-12.5
200605,195.555555555555,-19.4444444444444
200606,93.0555555555557,-38.0555555555556
200607,40.8333333333333,-27.5
200608,58.6111111111111,-8.33333333333334
200609,98.8888888888887,-27.5
200610,265.277777777777,5.55555555555554
200611,388.333333333333,6.94444444444443
200612,453.888888888889,-11.6666666666667
200701,495.833333333333,1.11111111111114
200702,364.722222222222,-34.1666666666667
200703,347.222222222222,-42.7777777777778
200704,296.666666666667,-2.5
200705,205.833333333333,-9.16666666666667
200706,137.777777777778,6.66666666666667
200707,40,-28.3333333333333
200708,65,-1.94444444444444
200709,136.111111111111,9.72222222222221
200710,287.5,27.7777777777778
200711,392.5,11.1111111111111
200712,476.944444444444,11.3888888888889
200801,505.555555555556,10.8333333333334
200802,376.388888888888,-22.5
200803,421.944444444444,31.9444444444444
200804,362.5,63.3333333333333
200805,205,-9.99999999999999
200806,165,33.8888888888889
200807,67.2222222222222,-1.1111111111111
200808,53.3333333333333,-13.6111111111111
200809,115.555555555556,-10.8333333333333
200810,275.555555555555,15.8333333333333
200811,317.5,-63.8888888888889
200812,526.944444444445,61.3888888888889
200901,479.722222222222,-15
200902,405,6.11111111111112
200903,442.5,52.5
200904,310.833333333333,11.6666666666667
200905,207.5,-7.49999999999999
200906,90.2777777777779,-40.8333333333333
200907,24.4444444444444,-43.8888888888889
200908,51.6666666666667,-15.2777777777778
200909,91.9444444444445,-34.4444444444445
200910,278.333333333333,18.6111111111111
200911,360.833333333333,-20.5555555555556
200912,527.777777777777,62.2222222222222
201001,372.777777777777,-121.944444444444
201002,333.611111111111,-65.2777777777778
201003,353.888888888889,-36.1111111111111
201004,305.833333333333,6.66666666666663
201005,253.055555555556,38.0555555555556
201006,156.388888888889,25.2777777777778
201007,63.0555555555556,-5.27777777777778
201008,57.5,-9.44444444444445
201009,113.611111111111,-12.7777777777778
201010,245.277777777778,-14.4444444444444
201011,408.333333333333,26.9444444444444
201012,438.333333333333,-27.2222222222222
201101,451.388888888889,-43.3333333333333
201102,440.277777777777,41.3888888888889
201103,394.444444444445,4.44444444444446
201104,370.833333333333,71.6666666666667
201105,267.777777777777,52.7777777777778
201106,153.333333333333,22.2222222222222
201107,91.6666666666665,23.3333333333333
201108,56.1111111111111,-10.8333333333333
201109,74.7222222222222,-51.6666666666667
201110,262.5,2.77777777777776
201111,415.833333333333,34.4444444444444
201112,478.888888888889,13.3333333333333
201201,476.111111111111,-18.6111111111111
201202,384.166666666667,-14.7222222222222
201203,424.444444444444,34.4444444444444
201204,285,-14.1666666666667
201205,225.833333333333,10.8333333333333
201206,170.833333333333,39.7222222222222
201207,67.2222222222222,-1.1111111111111
201208,39.1666666666667,-27.7777777777778
201209,95.8333333333331,-30.5555555555556
201210,252.5,-7.22222222222224
201211,354.166666666667,-27.2222222222222
201212,461.666666666667,-3.88888888888889
201301,498.611111111111,3.8888888888889
201302,380.555555555555,-18.3333333333333
201303,368.611111111111,-21.3888888888889
201304,302.5,3.33333333333334
201305,184.166666666667,-30.8333333333333
201306,99.1666666666668,-31.9444444444444
201307,43.3333333333333,-25
201308,35.2777777777778,-31.6666666666667
201309,93.3333333333335,-33.0555555555556
201310,280.833333333333,21.1111111111111
201311,376.666666666667,-4.72222222222223
201312,512.222222222222,46.6666666666667
201401,426.388888888889,-68.3333333333333
201402,438.055555555556,39.1666666666667
201403,355.555555555556,-34.4444444444444
201404,277.5,-21.6666666666667
201405,161.388888888889,-53.6111111111111
201406,117.222222222222,-13.8888888888889
201407,29.7222222222222,-38.6111111111111
201408,25.2777777777778,-41.6666666666667
201409,75.8333333333333,-50.5555555555556
201410,177.5,-82.2222222222223
201411,378.333333333333,-3.05555555555557
201412,416.944444444444,-48.6111111111111
