"date","at","at_anom_1900.99"
195001,-5,12.2222222222222
195002,3.02777777777778,20.25
195003,4.5,21.7222222222222
195004,7.08333333333333,24.3055555555556
195005,9.75000000000002,26.9722222222222
195006,14.5555555555556,31.7777777777778
195007,16.3888888888889,33.6111111111111
195008,17,34.2222222222222
195009,14.1388888888889,31.3611111111111
195010,8.88888888888889,26.1111111111111
195011,5.16666666666667,22.3888888888889
195012,6.08333333333334,23.3055555555556
195101,1.83333333333333,19.0555555555556
195102,3.69444444444445,20.9166666666667
195103,3.13888888888888,20.3611111111111
195104,9.08333333333334,26.3055555555556
195105,11.4166666666667,28.6388888888889
195106,15.0833333333333,32.3055555555556
195107,17.0555555555556,34.2777777777778
195108,16.0277777777778,33.25
195109,14.7777777777778,32
195110,9.66666666666665,26.8888888888889
195111,5.44444444444444,22.6666666666667
195112,1.44444444444444,18.6666666666667
195201,0.97222222222222,18.1944444444444
195202,3.80555555555555,21.0277777777778
195203,4.75,21.9722222222222
195204,8.52777777777778,25.75
